PC1,PC2,PC3,Time (ps),ΔGbind,ΔGbind_Coulomb,ΔGbind_Covalent,ΔGbind_Vander,ΔGbind_HBond,ΔGbind_Lipophilic
-20.313404809540373,-37.736381295966204,-22.14105539935852,2395.2095808383233,-84.75196425087643,-26.036276096017673,-3.0969460567290925,-54.17502120090322,-3.4050521293228577,-31.424864221559613
-13.858235692039125,-36.16073924968313,-22.704924093173783,2495.0099800399203,-70.1008508164794,-22.723763811122552,-5.273791167917968,-54.05943686165358,-3.4058658545721285,-24.47232569901277
-12.181382049324501,-34.24425248427857,-19.76565390752292,2594.810379241517,-76.61517554139071,-24.587380749147115,-4.085672134199465,-51.655336911999825,-2.6211422232502293,-28.986008768775744
-20.32865433377986,-33.53049962054763,-20.46268369008844,2694.6107784431138,-64.19608370820555,-13.074277357306011,-5.398322900832299,-49.62557662058025,-3.207986917800765,-33.63186024200998
-18.874255585511513,-50.28823731850254,-24.53128331704084,2794.4111776447107,-66.21257209829714,-11.805629382313665,-4.2254153706439395,-59.2677480767872,-0.4056986706034358,-31.232485610262724
-11.603461923244643,-46.388191792466664,-24.179744894974746,2894.2115768463073,-73.68319010005597,-12.563988542802546,-0.9458923134478576,-46.63282001877454,-2.139987806095145,-30.659895017782485
-14.351819359278656,-45.52017789370046,-22.72342679329524,2994.011976047904,-73.79514582841097,-12.470934520809163,-4.663911532794851,-46.732831491561555,-2.944990105860442,-20.043573178863614
-13.704167094674451,-38.97409905869081,-23.589371324299393,3093.8123752495007,-82.2245607963867,-19.147013987470686,-5.882054585023567,-47.20910428207178,-1.9736090776435868,-25.30902840118072
-13.504875532141085,-37.94400917049026,-21.019316629417045,3193.6127744510977,-77.72176140280722,-23.745101727080005,-5.113433265374005,-51.97848551825987,-1.6770727130742524,-29.97875445371484
-9.432563336859696,-36.5907191000756,-26.596173495151387,3293.4131736526947,-76.08168207777739,-8.395074967088812,-6.960158529753264,-46.088609272378186,-0.8769999892277354,-35.171634521766016
-9.519647973451988,-31.66132577976429,-20.28585348555915,3393.213572854291,-75.35149329691068,-17.79635087053524,-3.349535037214162,-61.66484353012416,-3.44264275178509,-37.93259888676729
-12.848093660054158,-42.97129734904709,-26.42673121359229,3493.013972055888,-86.75800723867832,-18.29332042879281,-4.144236933137012,-43.38485963234221,-0.36552429034168976,-34.58673064454144
-11.440851934676457,-34.10405404280295,-25.614010601098023,3592.8143712574847,-83.3925383474799,-18.00512264166009,-5.290754598333031,-57.77819042499105,-1.808395359695655,-30.879477675651682
-7.603843386242769,-21.450732502189247,-28.569085892925187,3692.6147704590817,-78.43397312357793,-10.728365188593731,-5.49810727527235,-51.120395055250846,-2.82347435747636,-25.98414176120039
-14.852223569964437,-30.966843470931046,-29.967886205400838,3792.4151696606787,-73.81781774973079,-13.661616869491098,-5.621109572399322,-59.251259153299486,-2.4074372295421247,-20.347833360775997
-10.249464451923258,-18.209878046713733,-27.522717214597943,3892.215568862275,-76.49640276400106,-19.98439553775589,-3.4676449314137003,-53.41698606377536,-2.433236158947356,-30.914954351311856
-16.01474801851984,-23.99360644562892,-16.699592160403483,3992.015968063872,-83.41409884684573,-28.340497002186297,-7.750588217364741,-46.02409382230267,-2.5583062050769527,-29.076367068753147
-16.686674059863613,-20.956048555705422,-19.769917595198137,4091.816367265469,-74.31224126617059,-19.555631016627014,-8.663212013157876,-51.121684182912475,-0.8770681090498653,-31.888786331012625
-17.944435298753348,-20.265091126206578,-18.050100517671833,4191.616766467066,-74.972900839163,-12.76032267380629,-4.07035947003295,-54.04124899453266,-2.16608974471309,-22.962206521325765
-21.52153853466674,-26.07736039346482,-25.130336931026104,4291.417165668662,-75.98344271701393,-15.874978367462585,-10.076482672690636,-51.76675927121401,-2.927889952730461,-27.230568200796426
-18.064824181788953,-31.20175051037126,-7.9337287750675864,4391.21756487026,-77.27824183668538,-23.508855995110526,-2.9772764697220175,-54.657392521458966,0.03904166899056616,-26.509844547627214
-16.88324369333262,-27.50396262694011,-19.801032394851948,4491.017964071856,-69.09778789217306,-17.205843457549737,-7.472351953989554,-50.967876686359034,-2.1316968542896735,-35.05210830630834
-26.884113479240355,-22.477133333750373,-20.743584060483453,4590.818363273453,-72.84538353164426,-20.40508555581916,-5.9101803462055775,-52.37791918899044,-2.236728613640821,-26.08948189931149
-18.66429425920454,-20.193822860948885,-21.061564647716917,4690.61876247505,-73.0843813863924,-15.979779419923872,-4.079908256397222,-49.88361965987379,-1.337834030136337,-30.301489961259247
-11.837873451951179,-25.45597601611206,-25.444134345913543,4790.419161676647,-75.52331924428614,-20.924775653450762,-4.673308572510956,-47.881121714831615,-1.3572733320834585,-18.050662134911807
-24.013140096581214,-28.35522225370884,-22.367656961120417,4890.219560878243,-72.03158797272332,-17.909724024534825,-5.027455375107795,-57.180083482443706,-2.0489561698010568,-22.052417944881437
-11.93146873062745,-15.253002764121735,-23.082771051667677,4990.0199600798405,-78.24254481968173,-25.67990434444009,-4.148303988519311,-54.86438274106139,-0.7760359794479195,-28.102424241795877
-21.364995567526623,-21.006256828379257,-25.086873373539724,5089.820359281437,-74.77822480554805,-22.482230774948956,-4.916530821812538,-46.197067984209774,-2.4315398949042644,-24.642591581404158
-22.123506245324933,-20.8849151882786,-19.799864286118158,5189.620758483034,-83.5013460662849,-14.186852939626753,-7.154139126918878,-47.94412656260596,-1.200163710253737,-40.97874443015394
-12.521747372669665,-26.761621916308425,-23.941820585620015,5289.421157684631,-77.88784837714805,-16.917347886888116,-4.499010822076794,-56.694259860483,-1.9366288567673582,-33.06211264810682
-12.764918598665414,-18.03570935985439,-20.159583805572336,5389.2215568862275,-76.01338511992638,-17.407984679200617,-4.133859398916688,-48.152909118361755,-1.9658441836710188,-26.879902826756133
-29.638147630626516,-17.1480699827736,-21.581751321534465,5489.021956087824,-72.64639208444544,-21.516129207537233,-2.465220521269806,-49.0894842702533,-3.3977647192138694,-24.052560117415176
-27.54231968719719,-27.5039758296588,-23.327867168639774,5588.8223552894215,-75.39019909139643,-16.424081867551713,-4.076113478100086,-44.98487225704536,-2.0473494092662046,-28.509248792625403
-34.32888707746155,-32.25607708792552,-13.092901406291617,5688.622754491018,-68.2994440826232,-19.272548476886072,-6.7941739145531574,-49.668675514444196,-1.133602782816938,-24.571996810046677
-29.609243736015365,-26.094851170480805,-13.894324403803257,5788.4231536926145,-75.16435167238548,-23.160488581751224,-7.70213949248275,-61.88601062290761,-0.6325671612419046,-30.750651100324465
-31.058739206604983,-24.7075868055482,-18.291140355348944,5888.223552894211,-77.3115431254348,-22.375180984755975,-3.8986827381558045,-47.06981192683445,-2.594222458530458,-30.70039157618524
-18.3345298063809,-21.259261607420928,-8.680443736181955,5988.023952095808,-77.7769966569428,-14.519081231015269,-5.625584622437637,-50.94143309862094,-2.949148928110059,-28.05668084273414
-29.544287154141955,-30.045270271284533,-6.6610695070000485,6087.824351297405,-79.3143059204277,-14.468929079934181,-4.684108290503306,-49.74792542140676,-0.6200903030159763,-22.638302220009496
-35.63886303188281,-18.568035409058105,-16.189002025332954,6187.6247504990015,-77.69379781046226,-18.499518059139426,-8.207558062854405,-53.338576562665715,-0.6193328180939264,-26.230716282318753
-29.362721493570817,-3.756338379316175,-7.72628618309931,6287.425149700599,-71.41885504127045,-14.904412630078724,-4.983729119450666,-45.551778295247885,-2.4301188612754183,-25.503233754748027
-29.1441219011549,-12.402549118556083,-6.110129628973658,6387.225548902195,-65.61717902742726,-25.852977288049566,-6.587849673022256,-56.02625946649708,-1.5074870263211981,-28.484319319494507
-34.97451104402325,-17.24609365364743,-9.263894959704269,6487.025948103792,-86.31783147188386,-19.768472707013494,-4.870142960961724,-54.14894617926575,-2.393028814292991,-38.80394204333041
-24.9337667649878,-17.73564778675957,-13.004748616233563,6586.826347305389,-75.72125686523636,-26.60803029256359,-7.629510930070536,-41.90952345265045,-2.821764385084687,-34.36070226590159
-29.942575990138742,-30.10463586624311,-12.120259190368714,6686.626746506986,-73.96264782503968,-25.492572818297006,-10.352886683839778,-47.742254606446544,-2.404148180608235,-30.213909182663475
-21.35769232017757,-13.752204414029297,-9.355665646683482,6786.427145708582,-70.76160784686839,-22.13525379835124,-7.195452875357568,-49.96295823968327,-3.173593691201481,-24.318717125112926
-28.32172845788393,-29.76429712593609,-10.575600823910543,6886.22754491018,-82.62795437350346,-24.353052639027386,-1.3585815881934473,-57.560627821396295,-3.3969261813102443,-38.475448344732875
-28.040140209439326,-28.412734080583178,-14.331701738070766,6986.027944111776,-70.98657093716832,-24.40225023941658,-8.025977990275926,-46.55867536675202,-2.3381483175279514,-25.481551137170854
-21.703923423741234,-30.333166964622592,-13.912206461821537,7085.828343313373,-87.36552487875657,-25.522856405248866,-8.478524091469785,-51.70618538960514,-2.358055266624585,-23.184060046569556
-29.059483987821753,-22.777207316486688,-11.661617227523852,7185.628742514969,-69.73968206413645,-10.314379982865065,-6.227828457085308,-41.751705202662706,-4.123856523303634,-34.68742074346282
-28.225577476507983,-34.634844530393416,-9.347219741704604,7285.429141716567,-70.97237622763669,-12.444270095994073,-8.06526971307206,-51.37310399068774,-3.770371202766157,-18.969253885910852
-33.929843822174725,-9.733684469197684,-13.280171958717753,7385.229540918163,-78.13302943059365,-21.234786211327137,-3.2522520054906527,-40.76290514311298,-1.4436092610459128,-35.63224046421614
-29.863654821020702,-14.161170735396226,-11.525686009472036,7485.02994011976,-69.92108698265524,-9.581217616642487,-5.7756334182933955,-51.13020318165292,0.25198847036650784,-33.00857380060328
-26.799446538832697,-7.964660919541397,-21.87662196281871,7584.830339321357,-73.92006363536211,-23.271351478009393,-5.914391778912927,-50.78311709096994,-2.952413099774062,-34.82284360971945
-20.66703879903968,-9.371683373172573,-25.64435761343807,7684.630738522954,-76.80755196896536,-17.289094893978366,-0.786931525902073,-40.77331790618443,-0.7125214547405083,-30.47391097809276
-27.72184792205586,-21.165423983459704,-25.73102476716067,7784.43113772455,-79.12348811097173,-25.399079326961743,-5.382547876676233,-49.32494456916522,-3.093549513032708,-24.908771763265676
-12.963532414035432,-18.134404222065246,-26.410092937296856,7884.231536926148,-82.2263778814518,-23.826726862421964,-6.127365557018665,-49.78610593746883,-2.0205647986151565,-31.000859793537607
-12.499459318914456,-3.933188560271235,-27.927837696932603,7984.031936127744,-74.77358889055195,-23.255053496876542,-1.8679151967891494,-43.88756017992009,-0.12260900351841109,-30.951530943598122
-24.71419586854944,-6.964259828988439,-24.883755106031906,8083.832335329341,-64.6575489518107,-15.018101059301209,-2.926959577663756,-46.05779567397041,-1.1461189868500223,-25.69394126420969
-21.111619677997,-4.381896935370134,-27.33008225548217,8183.632734530938,-68.23461769304713,-26.379915884055528,-1.728821976923809,-54.54242612432452,0.047374089341354786,-31.905618769082814
-18.73106894565121,-7.958892588325282,-21.367439533255876,8283.433133732535,-69.76782588765244,-14.02630054924934,-7.44374716537512,-52.176978429127374,-2.68401153593459,-30.61180954740468
-20.62079358106603,-7.625798315800737,-26.21721305477605,8383.233532934131,-75.27740602108447,-11.595414117451856,-3.071318999203431,-48.238499020236624,-1.9102544664416723,-30.237424843572466
-12.684791707589422,-14.51353095381458,-24.870480992618166,8483.033932135728,-71.82835440661673,-18.544650750904083,-5.363421244328987,-50.7634951217784,-2.7785062054358463,-21.422985514667857
-14.242494934932736,-10.788971894234127,-20.094316071411043,8582.834331337324,-69.88268188217809,-26.60534149080899,-5.472539596284028,-49.17759336105735,-0.8548977061718175,-26.672264654778775
-10.072547211844267,-13.990285660302078,-28.44812020384269,8682.634730538923,-72.43521386479479,-25.00234139222833,-4.968675496649412,-49.446777368266446,-1.5437690933291857,-26.527298941230278
-19.032889783806283,-18.470981035083863,-23.859187517815172,8782.43512974052,-82.51210471778802,-18.88856950091745,-0.19734032767349063,-49.42416517125106,-0.7630805551972943,-32.97748378838201
-15.730143373310941,-3.3341783304062194,-23.176381285725185,8882.235528942116,-75.77930627720242,-18.19213889490705,-9.218912804284606,-48.35792551613556,-2.391201982974131,-37.29188887539756
-13.785120589453715,-27.210455168577788,-26.05519814666624,8982.035928143712,-67.97866528590806,-18.812229945678702,-1.5630646010003741,-47.27013861375139,-3.1810180450965126,-26.23842639540271
-16.978345801457493,-13.14549853800699,-19.08726272705459,9081.836327345309,-73.67027239673473,-19.025870176290773,-8.608388914203523,-57.697848915570304,-1.4639870555422214,-27.70729620161283
-23.17525104425028,-13.196711753146047,-19.965428840019584,9181.636726546905,-70.3720781118455,-19.396839528173647,-5.642040068434189,-45.708937981544935,-2.5049994655863044,-27.46461850284422
-24.070195634192153,-14.498123432525144,-11.7919788200749,9281.437125748504,-78.22884707696765,-21.246282699082176,-3.480949238621398,-56.137211532231845,-1.979649710294006,-27.40321309363683
-25.915895438516685,-15.330798290602623,-11.397187442778506,9381.2375249501,-74.05587523381045,-22.59041633515423,-5.764625565390184,-49.87539614258196,-1.787553201817895,-28.204596519577297
-19.662060481502536,-8.93969268734283,-12.212611924796736,9481.037924151697,-74.21048860701157,-27.22044624202813,-5.038617993203848,-48.898387941086895,-1.0633382447537891,-38.641662544384786
-29.185517700789102,-13.551498656187675,-10.84696274949683,9580.838323353293,-86.09000674106849,-23.84381922116836,-5.3243378474232586,-48.55235850290267,-3.61588403105904,-35.146669846663926
-24.906265102014736,5.964972646679492,-6.688038100087397,9680.63872255489,-77.43824799998045,-22.095609158114044,-5.857347229984319,-43.997873434350296,-2.1168556160148033,-29.42865647107206
-32.36037256529956,6.560405138305735,-4.594059914532069,9780.439121756486,-75.77570318447592,-30.150856916452916,-4.210579582728137,-50.59273618662007,-1.6243184420010046,-35.34593727524717
-32.76686471192545,3.9991121898166706,-6.585617549997633,9880.239520958083,-74.19266353790616,-16.39098278005907,-3.3359243403671144,-47.76654224487242,-2.1639560781589586,-25.264106878193562
-26.258960364108418,-7.919654540237545,-14.037136646920665,9980.039920159681,-68.13804670117732,-21.25913391723638,-3.773282164742377,-52.917983682623365,-1.9765652254979067,-33.46596144025208
-29.384477678686242,-0.9118300046881568,-7.4878533392058,10079.840319361278,-81.22620865635817,-20.080067902213415,-3.451815558856836,-47.8713823425281,-0.8339928288606815,-27.98694177835681
-12.46938772764042,-4.974292549008265,-16.35517090436933,10179.640718562874,-79.30553475200334,-25.57511487453287,-7.33633104130822,-42.15005062868796,-1.0218470887470805,-41.66124480075035
-23.60772386708788,-13.945959570001836,-7.4177338863832025,10279.44111776447,-83.55875019869436,-24.48366854614151,-8.126208865675096,-44.62350705637586,-4.599985743194093,-32.061724458646566
-22.948204807798515,-1.3689980970782964,-10.233528451977424,10379.241516966067,-79.43177228476621,-24.1732385066455,-1.560467235140123,-49.912384773948084,-2.7087341276549797,-26.27689359590675
-23.79345919762242,-8.289471186328065,-11.267244338579918,10479.041916167664,-71.90773100051126,-25.07579098195329,-4.944045862019913,-51.875884332458824,-3.20187000080925,-45.82571939263674
-23.717860922036145,-5.0905946493057925,-11.649284927793028,10578.842315369262,-81.19417598560125,-19.454215087084886,-4.0403767538263855,-46.697038926458895,-2.2930423490891796,-31.41534629850317
-30.145271813305424,-10.25583114731094,-7.252071053743443,10678.642714570859,-64.73002935454328,-14.952120005421278,-7.1404057583630465,-53.278941870620265,-1.916888774696677,-35.98357673966976
-23.366201117951768,-2.6143351840468654,-17.885594853558977,10778.443113772455,-77.25607291340057,-19.540525178691407,-7.038312328641858,-48.400716103349254,-1.5558742219860984,-21.027823954380253
-11.447148298764155,1.9688458741902197,-17.96710270248868,10878.243512974052,-73.64834670891378,-23.965874297473533,-2.8712236175240573,-56.21058402157859,-2.1147702305368843,-29.80070797996408
-21.880381956411334,4.4498873111644635,-13.396580331537919,10978.043912175648,-76.9538667852127,-13.56490802290065,-2.6074211640510137,-49.014187290299446,-3.7925392221760332,-19.047264538635595
-26.50012424186908,-1.1440782178742839,-6.21431825680922,11077.844311377245,-69.20014330620636,-13.970931694259336,0.4540031243653804,-51.00646918247568,-2.8366915637345875,-34.36359380434925
-24.731075449449875,-4.408626526761385,-9.281552644081156,11177.644710578843,-89.88549686540857,-18.609957900825858,-7.16865162424088,-52.18720458946194,-2.2855456384559156,-27.320710321593356
-21.76909021075815,-8.129538320226954,-21.358480319590626,11277.44510978044,-74.4258343340792,-28.60037514198121,-6.606373995850127,-42.90994151148085,-1.8867388695607694,-34.23384648076781
-31.397771542991148,0.844075013076717,-8.273085357712219,11377.245508982036,-75.41858184568159,-24.389166386082337,-6.241364382349758,-54.09533207213062,-0.42340179915184506,-24.965379044269767
-28.59554164172435,6.534240831662769,-12.358425424921343,11477.045908183632,-71.36260960864908,-21.83837468040665,-2.782758215359226,-39.579072100154065,-0.297918127388344,-32.71532117719721
-36.99853536354684,8.760404620891485,-7.243722620985713,11576.846307385229,-71.40417806465521,-13.470018538121723,-5.676783898169145,-48.57510881977992,-1.1178287507383842,-38.327347209156315
-28.957671051053,0.9653004906981436,-12.499574724710502,11676.646706586826,-78.50344126835122,-12.362701834103344,-1.28789208347778,-46.1762677464499,-1.1572457038603845,-29.851951639686433
-36.640403366438036,12.033290522580653,-10.052244763813484,11776.447105788422,-68.03638272265238,-27.05980436453944,-2.384837413509774,-63.094631111897954,-2.7666451017734555,-30.833713024832882
-24.248047618029993,9.260477807113595,-23.813028375875373,11876.24750499002,-83.15277084279995,-21.96079958612551,-1.0606420294642138,-56.84290119959898,-0.4233847632111756,-26.25214165379183
-27.04509531383526,7.464757059953794,-13.838639039680844,11976.047904191617,-78.37549981037847,-17.8292825017917,-8.641637393997364,-51.275170804650124,-1.0818870323366028,-24.380538784172376
-14.380730395949222,0.3813941891860799,-16.946582691332743,12075.848303393213,-71.57752796169972,-25.35975898079633,-4.896642753847549,-48.75692237051495,-0.7088881949780648,-20.143402585109936
-21.313059446745626,0.12503372262214985,-15.334413352025699,12175.64870259481,-80.80131703297145,-17.917775340436197,-6.85172262461406,-56.481479832359085,-2.3106183633813977,-32.63976531620585
-20.841059690176778,16.43464484849141,-19.006345632651552,12275.449101796406,-77.14112050230003,-16.934729696631692,-6.508401189409681,-59.91280596400907,-1.002798416210116,-34.62403922778485
-23.27936612370079,5.454573745018591,-20.233546433707975,12375.249500998003,-68.56438634749152,-14.411352497298587,-6.630108258057451,-51.307078478565614,-1.331141820043991,-36.02824094430657
-12.695668536526373,9.871875592747728,-16.619890395014018,12475.049900199601,-74.18236708003658,-17.836028216307103,-5.80390307243796,-53.546589257044275,-1.7009768919120503,-35.801520755362404
-27.532925043927197,4.8577252952443155,-15.607040312504463,12574.850299401198,-73.88431702097766,-25.099634919256037,-2.436087039128481,-50.092533750525675,-3.2679196266823887,-40.98443948615112
-27.344814588608546,12.46990690496309,-12.16820749421165,12674.650698602794,-77.19226694424752,-18.305901028505673,-4.9538067516547475,-54.28229525869764,-2.6190991244238924,-35.66253696776519
-15.930523824184322,18.58124122220972,-15.427480682224921,12774.45109780439,-73.2336469336742,-21.97909654709899,-1.5463693087616681,-51.534370214954706,-3.0398932320308933,-28.45288900081547
-20.245781169112576,9.746347792211907,-11.40335116766631,12874.251497005987,-70.97843508830101,-20.51982726948659,-2.3520529755794266,-49.70181644161688,-1.741958038368634,-27.46704862224639
-27.558879763992138,14.193100815905414,-11.498812330819334,12974.051896207584,-72.23154164625834,-24.94125053128811,-6.771934944947418,-48.34710816684373,-1.7511569353041885,-20.081769537792823
-24.392078177740043,19.266111822747693,-19.195352401155418,13073.85229540918,-74.28656904286944,-19.480037425613123,-5.924888394187171,-62.572985360669236,-2.106963705504377,-30.090542479620645
-21.30199433208471,10.114073299135693,-19.675569879625833,13173.652694610779,-77.42451453944562,-16.158595766491462,-5.436388941344024,-51.8627306998962,-2.191905671765013,-30.627484347990638
-15.264718840135169,12.493040125337123,-9.39972935499799,13273.453093812375,-82.46813394610807,-21.385595583342184,-8.372941928895171,-46.83715427871376,-1.8392650558171375,-25.553010640206615
-7.7945492663302485,9.26562619333368,-11.616174721958142,13373.253493013972,-73.42802050272832,-14.655308854013752,-6.631370684294549,-41.87285172995311,-0.8064577990449653,-27.44540700142625
-23.577482470248906,-11.743187469323605,-9.308256586571893,13473.053892215568,-63.3502296779047,-18.571886511989547,-5.031896460290535,-44.826389559097635,-1.5938667849865789,-38.10620602968264
-21.996176520992748,-3.4324180887472076,-9.81619063323318,13572.854291417165,-84.44510335975073,-21.214959531344157,-5.181561166346711,-46.97570013259771,-2.461898239447847,-34.21674502208284
-12.148088113116756,11.423821207910077,-12.003640902255405,13672.654690618761,-77.98429430966938,-12.403964533338668,-5.414006409558961,-47.166891872779715,-5.305819480219995,-27.527103985768335
-31.233841954901976,13.43387165050743,-9.254333049646347,13772.45508982036,-71.67835967797018,-22.89647655687321,-7.935419523657393,-49.66088416239034,-0.9180101346300424,-20.850482025905265
-38.530946763036866,-2.7530346483387085,-4.000431822185924,13872.255489021956,-77.9053840890603,-27.51111708075953,-6.725569707960426,-45.71128666127308,-1.845818877281111,-29.71881903892452
-38.561107635169904,-3.666881951400864,-0.03979208750780927,13972.055888223553,-74.90161170047772,-16.093978558802128,-4.380900331680576,-44.04940548337627,-1.189272550231264,-27.435088343161905
-39.501914572212115,-3.1123430583842624,2.37746117798059,14071.85628742515,-78.22833002247641,-15.951245991882114,-7.620050267097324,-50.159362918169926,-1.5624154264435537,-28.365159713769607
-41.37604347976666,7.29065201009652,2.780609745594921,14171.656686626746,-67.76253310638867,-14.247572033085753,0.17796191970552044,-47.658806546015555,0.03073527523251096,-24.99126457460728
-40.20160176889509,-3.0778340868714973,-0.022671943612775802,14271.457085828342,-64.33154100742313,-7.998200983734126,-5.983435909980696,-60.988451747355676,-2.873563443377809,-34.611554365694296
-30.25479596620434,3.7276258175296455,-2.1110397090014166,14371.257485029939,-85.49664685252338,-18.36765452788329,-6.837520052965495,-49.49983358694687,-2.2100925649537158,-29.143574613677863
-27.06994025243575,0.2879905731181187,-2.8565295841210476,14471.057884231537,-78.18455856655463,-22.59668152315666,-3.4630573382080616,-43.484587168535626,-1.482430520077429,-28.95842037534206
-23.886584951382144,-0.007993646052070646,1.407533001015241,14570.858283433134,-68.34128455243109,-21.089102531686674,-4.734030429435993,-51.6315179208419,-1.7506265547683797,-32.64955670142327
-32.0832366765644,1.7931362957764918,4.035518563580414,14670.65868263473,-83.7243008658092,-14.508020874036866,-4.144234215683858,-52.23290581169889,-1.1419683677727783,-26.90321983834022
-27.22365023759382,-10.307999436205403,1.256732662464156,14770.459081836327,-71.36883305053718,-10.25954836560106,-7.758399128643502,-53.907762002833714,-1.1183262366441684,-33.76687203796689
-28.431426366847795,-6.6832037543884,1.2667980495753701,14870.259481037923,-72.58102464688135,-24.234178405683124,-4.093340364303285,-50.78708020542049,-3.665040521910946,-27.967957546530304
-26.52325229420455,-6.158964745750615,2.555495669529001,14970.05988023952,-75.74123750769489,-13.003875845027826,-7.61972827195947,-47.826728325590274,-1.195106798946575,-27.756836795481338
-21.87112521159009,-14.015242192749742,2.061621668156148,15069.860279441118,-76.36456638998989,-26.438370536944944,-5.608434352228369,-51.02396134772444,-1.8333550454916683,-22.89836848829096
-35.453807519623304,1.26053811073626,-3.099650882050122,15169.660678642715,-68.74607301944793,-21.75922255127139,-6.835593656771714,-45.382028779234474,-1.0937091052954004,-35.952821380084586
