PC1,PC2,PC3,Time (ps),ΔGbind,ΔGbind_Coulomb,ΔGbind_Covalent,ΔGbind_Vander,ΔGbind_HBond,ΔGbind_Lipophilic,
20.56296712,48.80311378,35.22602741,4491.017964,-66.3037866,-24.82351383,-6.507699727,-51.82545514,-1.53811438,-33.89339234,
15.52298962,52.42960982,35.43932164,4590.818363,-77.57317152,-18.73767314,-4.760090051,-45.20694761,-0.894079274,-27.2500492,
16.58931106,48.68180074,32.11252479,4690.618762,-70.45899402,-10.89909414,-4.450407513,-45.55640752,-2.466957669,-22.33943102,
18.99550211,45.91492673,29.99576743,4790.419162,-69.27750112,-19.78978882,-4.550445477,-56.07330036,-0.417190285,-20.0684913,
12.60614864,47.50605532,30.06996775,4890.219561,-69.01745591,-15.08989764,-0.920956146,-53.37345981,-2.417239467,-35.84611888,
13.16381894,44.11848402,29.04999221,4990.01996,-70.96099578,-13.42377698,-3.362054584,-55.04692724,-2.165980821,-31.89885495,
14.39568105,49.08327714,29.08058045,5089.820359,-70.62588485,-25.80578177,-4.657098145,-59.70766631,-1.632498864,-30.81826105,
18.89298168,46.43023657,29.93787954,5189.620758,-70.88882108,-20.54759901,-3.6914215,-47.88137372,-2.098589498,-36.38487609,
27.7493949,43.6400766,28.4129759,5289.421158,-66.41323877,-20.93288163,-6.19292617,-53.2832416,-1.487004385,-25.35381875,
18.31740325,43.22768227,26.58313884,5389.221557,-74.43368611,-17.5590218,-6.035884275,-41.12194551,-2.765960234,-31.04790873,
26.52040104,43.7993075,26.37461814,5489.021956,-83.26821283,-25.52081672,-4.605413999,-47.73206562,-2.657517439,-33.47975027,
22.84874448,30.61325179,10.17738144,5588.822355,-72.6511585,-22.39715446,-6.412571186,-45.75014079,-1.172195848,-30.84845188,
9.995891121,25.58732829,5.056156311,5688.622754,-71.78346049,-18.57416957,-5.740559735,-52.83455669,-2.773672762,-35.13980798,
20.53740208,28.79694233,8.201894527,5788.423154,-74.37831813,-18.967374,-7.787354254,-48.60108979,-3.430350513,-25.7198679,
26.87946441,30.69784847,7.712444249,5888.223553,-85.56255365,-22.97054311,-6.319319162,-54.48258524,-0.737805841,-31.85614253,
23.76629451,27.16684363,10.99361591,5988.023952,-74.30103776,-20.54921833,-8.094444456,-50.43460134,-0.318388955,-28.09740641,
14.22288002,28.03313759,8.719541531,6087.824351,-80.92859466,-14.56693327,-2.686175339,-47.10634281,-0.962971132,-26.85779035,
8.019551445,32.95380801,5.463753629,6187.62475,-73.14104955,-26.17912456,-6.195427865,-44.87092895,-2.339355989,-23.3229948,
20.06490326,27.54776046,-2.04202179,6287.42515,-76.00051034,-17.44043891,-3.737752077,-42.2167361,-1.033943208,-27.48517433,
13.06689192,29.101456,1.094471526,6387.225549,-67.18243776,-15.41654525,-4.223922999,-48.79475584,-4.135792273,-26.30952897,
13.40475703,28.16274772,-6.408143898,6487.025948,-75.72955111,-23.37544458,-5.379382624,-44.07719232,-1.749559692,-23.26729433,
8.421854623,24.15216692,-0.649979533,6586.826347,-74.00372123,-17.36268929,-4.889231008,-53.42487442,-1.063798586,-33.23709484,
32.30248244,27.7627422,9.383327886,6686.626747,-76.72936884,-14.69303576,-6.28818425,-54.43450838,-1.29522117,-24.7031144,
42.00310174,25.89219268,3.634229062,6786.427146,-77.22186761,-21.65334093,-6.659601402,-46.74063958,-2.338428308,-30.83739241,
21.69282154,28.1171116,1.006152295,6886.227545,-70.00539436,-22.23168301,-7.014425346,-51.23608812,-3.071950748,-29.69670863,
17.10497804,25.56147741,2.215271947,6986.027944,-80.48329474,-12.3603809,-4.678806973,-54.27264605,-3.039572276,-35.79356336,
16.50934307,21.73980785,-11.50678993,7085.828343,-73.08212032,-18.76409455,-3.350396545,-44.76949818,-0.408442241,-30.24063334,
22.16588801,24.04580854,-1.372925004,7185.628743,-78.81149685,-22.05437324,-3.138096549,-51.55123329,-2.129148808,-30.21510922,
35.33840892,17.82659688,-7.878036343,7285.429142,-74.25674554,-10.98322094,-6.346988463,-45.78486552,-1.338551491,-36.01588076,
25.88061127,19.11545647,-7.6651504,7385.229541,-74.24442005,-27.51474443,-4.775156251,-44.86163588,-1.199713093,-27.4210792,
27.67606046,16.65457648,-7.351496876,7485.02994,-71.97666894,-17.197363,-4.31651445,-42.53933761,-2.160840896,-33.50600902,
34.52700566,25.38670413,-4.206349177,7584.830339,-71.47713928,-16.86387386,-5.866125276,-47.89728976,0.454405649,-31.29071813,
40.47390465,20.05118391,-7.047065401,7684.630739,-82.02851709,-14.93451791,-2.854484327,-39.67495364,-2.096754583,-31.5848128,
38.69812423,25.1096175,-0.478296365,7784.431138,-68.6692536,-29.59414172,-7.052184781,-58.96669216,-0.75065401,-28.92723855,
47.2118606,23.35101817,3.623588368,7884.231537,-73.15635862,-19.6843167,-4.570721731,-39.97133621,-1.255576911,-29.09559752,
27.41866116,27.54771738,1.168441841,7984.031936,-76.00562764,-11.93999881,-1.622285798,-44.25236239,-0.540869976,-28.73836759,
33.38247,26.35465111,-0.498340523,8083.832335,-78.65610653,-23.61150736,-3.273946559,-51.18639132,-1.393282818,-24.75707111,
35.72641095,17.47061548,-6.677391459,8183.632735,-82.31087574,-14.74849896,-7.235358942,-48.03610561,-1.025935233,-24.30272785,
14.44360002,26.52935557,-5.829700582,8283.433134,-72.67030937,-27.01768659,-4.120095767,-54.06649598,-1.827241467,-32.16569936,
21.08518182,19.04803682,-7.15848708,8383.233533,-72.59641443,-18.35105236,-0.967022238,-54.53221343,-2.627060808,-29.68494769,
24.21219495,19.57967341,-6.876562251,8483.033932,-75.73552125,-16.31448842,-3.938383313,-50.36935399,-1.200309204,-35.88012718,
36.18047735,12.966789,-2.059160626,8582.834331,-71.08175494,-26.89020514,-4.605027201,-53.34719942,-2.954897756,-28.60032977,
23.62403126,20.59242183,-1.56856215,8682.634731,-76.19794219,-27.66523791,-3.648043668,-49.51264561,-3.376097336,-23.27051017,
22.47510576,22.30900015,-2.092474604,8782.43513,-73.34758939,-33.82663365,-4.071988361,-44.16383131,-2.451169892,-27.92440477,
26.96826547,26.95199834,1.040953014,8882.235529,-78.51661076,-15.51477268,-2.102873227,-53.0793437,-2.171502001,-32.60131693,
25.28866175,25.81567029,1.483867537,8982.035928,-68.40350968,-19.5628024,-3.746935249,-62.1910733,-1.935334162,-30.62425977,
15.92203166,33.92757601,1.364092857,9081.836327,-75.47920967,-17.22211726,-3.30553045,-56.49523424,-1.754938029,-21.80685288,
23.26355679,28.33297661,1.211971125,9181.636727,-79.71887526,-16.13541232,-10.64577535,-50.46901456,-2.110153274,-43.61007217,
16.80397987,27.5754537,-7.957462853,9281.437126,-69.26275994,-13.92369927,-10.51716384,-49.92603508,-1.75995734,-37.51222927,
20.4774747,35.82654049,10.28963429,9381.237525,-71.7783317,-15.54529643,-2.401114932,-57.02709864,-2.703900187,-26.70282522,
28.81287605,21.66835641,-6.023909775,9481.037924,-80.14836095,-20.68924046,-4.923349822,-51.21979777,-1.813841434,-21.33627491,
20.74840386,24.36918465,-1.111183728,9580.838323,-75.80004933,-18.34390079,-7.540729348,-49.17844059,-1.095340692,-29.58928396,
15.82275274,24.79731288,4.528124419,9680.638723,-70.92772117,-21.92103998,-4.248005401,-55.39431316,-1.829237262,-27.71298392,
27.68537916,17.76079136,-4.561380938,9780.439122,-76.99992231,-22.22757856,-4.915712837,-55.73656654,-2.633682477,-34.49651516,
14.56819415,24.74935853,-0.49851788,9880.239521,-65.91550772,-20.00710935,-1.290737024,-47.91528287,-1.803767728,-26.42881936,
20.22464664,26.58589479,-3.628432367,9980.03992,-66.49359239,-18.0373846,-2.459170291,-50.01129063,-1.849411444,-23.15274427,
24.19697823,27.08294637,0.752983276,10079.84032,-71.9531167,-19.701927,-6.593394392,-51.12339184,-0.466528008,-38.64259358,
29.76365731,21.75527251,-3.601399024,10179.64072,-79.14027898,-21.96297339,-5.499228744,-56.35196105,-1.202613468,-34.23285779,
12.47120958,11.52178323,-5.629982397,10279.44112,-70.64169807,-28.80446883,-6.126074667,-60.62397671,-3.094574332,-26.80454378,
6.150999191,9.464280672,-12.40312637,10379.24152,-77.73160991,-31.91447456,-5.592538656,-40.88947215,-2.796813934,-28.50473838,
9.252591804,23.78717697,-1.164811579,10479.04192,-74.21826818,-26.4341495,-3.316600102,-55.20864505,-2.784600752,-20.01904534,
17.90220805,13.77795002,-5.654433179,10578.84232,-75.03169125,-16.39936884,-5.008522256,-50.10915268,-2.80319797,-19.23520868,
16.17673404,13.76861075,-6.707147847,10678.64271,-66.97844207,-12.21170125,-8.723308381,-48.26638567,-1.881035972,-29.88212682,
20.75768039,13.42421664,-6.594844621,10778.44311,-71.88053739,-21.97508287,-6.148482545,-48.96908744,-1.900336618,-29.49285349,
14.86118533,8.094651522,-11.41501718,10878.24351,-72.67871038,-23.50609512,-1.104084927,-58.79475759,-4.655569285,-25.78502669,
17.81067127,13.82486522,-8.718764857,10978.04391,-72.21427242,-20.86639987,-6.089551466,-55.98319781,-2.507829443,-22.9976058,
5.660691838,21.59073601,-7.347104308,11077.84431,-74.85788441,-18.73722452,-7.522896212,-57.54921947,-1.423338173,-38.28152654,
2.654902815,16.68247069,-10.53737039,11177.64471,-80.12034071,-16.64322318,-5.521327816,-40.98504685,-3.147761698,-45.22530223,
5.429446936,11.26893609,-14.62835055,11277.44511,-62.06709941,-24.3327104,-5.875167838,-48.42508447,-2.317627118,-23.53542459,
2.784642072,15.05065598,-16.46327303,11377.24551,-77.55149265,-20.31697394,-4.21910032,-46.05573344,-2.048326993,-26.69805168,
-0.649493743,12.74281739,-18.19350696,11477.04591,-65.78257552,-19.25710102,-5.535817447,-51.27724556,0.094859784,-28.03269263,
-7.055453251,21.95312325,-10.87063673,11576.84631,-77.63944733,-24.22602731,-5.944016285,-48.49173163,-2.403635125,-24.49293125,
0.112565557,24.39331866,-7.429546977,11676.64671,-78.97758858,-14.08186017,-7.416288987,-57.09712709,-2.301756746,-32.2114249,
3.629349557,21.34289648,-20.43916919,11776.44711,-75.2920988,-12.9475606,-7.142664703,-43.86032317,-0.909273807,-30.23563685,
4.356260708,24.37863019,-15.15133683,11876.2475,-90.84804305,-8.845982536,-7.524338594,-52.83798332,-2.906657826,-18.65204878,
-5.237068729,27.72973314,-10.89241521,11976.0479,-81.69219505,-19.2632818,-3.121573641,-52.41180941,-1.646190533,-27.41070655,
-2.250398587,24.55138059,-1.500224826,12075.8483,-72.62199035,-22.13194767,-5.39776846,-52.61714694,-2.1370378,-28.22746106,
14.81915441,24.68911426,-5.209801277,12175.6487,-80.37392953,-20.09534734,-5.581919765,-48.53246113,-1.568859832,-38.06233951,
-4.693072633,24.29417833,-14.2256349,12275.4491,-75.59877131,-14.98436678,-6.609253356,-45.29942108,-2.066504464,-39.08614438,
-2.696904043,23.63182888,-5.734526449,12375.2495,-72.55308651,-24.12322355,-2.21046854,-43.81447582,-1.873350888,-29.96441171,
1.574975894,29.89530192,-2.695120465,12475.0499,-75.95279362,-17.54634197,-4.972908625,-42.81962843,-2.052091221,-36.05357297,
4.980535073,17.09536624,-10.02254318,12574.8503,-83.09727924,-26.396636,-6.000194402,-43.95061036,-2.794552811,-23.09931316,
4.670144152,28.10211466,-5.474741626,12674.6507,-66.3906186,-23.60166988,-4.247277979,-51.55276808,-3.928600214,-36.31105382,
8.588913306,17.78472493,-8.2002233,12774.4511,-65.70243657,-18.73351985,-4.456656643,-47.68932273,-3.865099171,-26.33288238,
1.198283658,19.48751355,-10.95651241,12874.2515,-67.37087706,-25.54160375,-8.028661429,-47.53715059,-1.606020024,-31.81554484,
2.074535535,29.82325708,-2.572964921,12974.0519,-83.06600714,-18.3680422,-5.447024483,-51.09150543,-1.434429416,-15.28409605,
11.60829233,21.05013905,-9.387150655,13073.8523,-71.55318182,-11.00861161,-5.476753833,-44.88282204,-4.236997374,-31.84801801,
5.028590168,18.12820878,-9.173609071,13173.65269,-71.99622803,-28.88097486,-3.290057369,-48.11929693,-0.724058179,-29.95979415,
8.077085007,15.84984295,-13.43997023,13273.45309,-78.81488814,-17.74484879,-4.193118563,-49.57853796,-4.253812475,-31.87719642,
-4.51895644,11.94511091,-17.21355341,13373.25349,-73.01908911,-22.82768177,-5.497688943,-54.67925782,-1.276020815,-32.32443358,
-11.94489549,15.97273867,-19.5119133,13473.05389,-76.17336548,-23.68358306,-6.164084096,-43.87371117,-2.456834037,-30.48074055,
4.316813515,20.55665233,-10.97236871,13572.85429,-68.80130668,-23.02910892,-5.756913104,-52.2446683,-0.954666643,-31.09677929,
-5.792835919,14.99422587,-18.09770089,13672.65469,-78.41654442,-11.69774339,-2.397789454,-46.99264433,0.215790108,-23.75357636,
-9.26506655,9.687114144,-18.52084289,13772.45509,-76.88816765,-13.61553551,-5.91599297,-46.60011874,-2.356567545,-25.20607999,
5.364034034,15.80972743,-14.25052845,13872.25549,-83.1507328,-19.25102748,-6.679038417,-47.04070729,-3.456211281,-25.40563614,
-5.385075416,13.77072326,-13.09927624,13972.05589,-73.22536513,-15.34160143,-7.481880377,-51.06906231,-3.020244486,-24.95600571,
-1.292034779,13.87487598,-19.17980019,14071.85629,-78.44419975,-15.92200121,-3.026202086,-47.34451117,-2.111863211,-23.97240195,
-14.52614937,13.36401494,-18.12046308,14171.65669,-72.70405131,-18.04822961,-6.648037209,-51.02260973,-1.904193334,-31.47696757,
-0.276636553,11.06692279,-20.48629486,14271.45709,-59.2836214,-21.00581295,-4.098654538,-51.63443889,-3.547725259,-30.55159806,
-8.853615208,11.04024798,-16.14355828,14371.25749,-77.22092054,-16.81256702,-1.911104168,-49.53311581,-1.403856261,-29.10775998,
-9.310183419,19.07642925,-12.42177335,14471.05788,-69.93610235,-22.37965622,-5.399844814,-43.66922366,-0.375651568,-44.47250345,
-11.21160704,16.37047957,-15.98190766,14570.85828,-72.08346295,-19.6679913,-4.045528144,-55.6577342,-2.001987685,-38.0527618,
-17.78189287,16.03268325,-23.31848001,14670.65868,-74.92990728,-20.72666782,-0.547552544,-43.62802267,-1.688612907,-31.38661109,
-15.02046214,12.92257818,-26.10653627,14770.45908,-66.99808558,-15.20635889,-8.087213807,-56.18426329,-1.531110379,-28.30847834,
-6.729048883,13.64245927,-21.4796411,14870.25948,-70.3721816,-15.44450348,-4.347447322,-56.3723712,-1.841744057,-24.97957744,
-13.72707554,14.05689101,-23.0877408,14970.05988,-75.22929809,-18.37153586,-2.869014297,-43.33441752,-2.883808665,-26.11022289,
-9.169659531,12.41443486,-22.62428606,15069.86028,-81.26282416,-10.55663147,-1.138013033,-56.37404365,-0.892027379,-31.00420281,
1.107882496,21.90328523,-17.80290453,15169.66068,-71.94440429,-20.23177063,-4.495020434,-42.7754698,-1.810258419,-25.45393082,
-11.51176867,8.010703401,-28.93649168,15269.46108,-71.16097525,-17.6790162,-6.630442066,-51.32324583,-2.39034516,-30.43814299,
-7.496131006,13.15505992,-23.66264117,15369.26148,-71.75674883,-19.52988741,-4.99498828,-55.87897501,-1.673669257,-26.81447249,
-6.428389457,10.58661533,-28.27737143,15469.06188,-69.7015707,-23.69235391,-1.772753739,-54.06472165,-1.857739888,-30.45655604,
-8.635425951,7.6557686,-25.50711462,15568.86228,-74.29978389,-23.007733,-8.263202359,-56.79537406,-2.077796451,-35.22588212,
-6.387687601,10.39947344,-30.98104929,15668.66267,-80.73116034,-17.15732659,-3.436488076,-54.39081734,-1.009605416,-33.15516795,
-6.842590605,8.362087623,-31.2413175,15768.46307,-79.92655285,-16.595474,0.456446548,-60.78709677,-1.35186764,-31.5353665,
-3.454158682,11.69092739,-29.98800436,15868.26347,-72.80909335,-22.48162085,-3.635443021,-45.35570193,-3.840948101,-26.44907334,
-2.871832559,9.685273126,-26.38098378,15968.06387,-79.82934432,-24.85825725,-5.024565441,-52.20840716,-1.515212151,-35.32797163,
-12.59122591,7.935597961,-19.81928447,16067.86427,-86.8164406,-21.343411,-6.74480463,-46.94508225,-1.87652166,-31.11077978,
