PC1,PC2,PC3,Time (ps),ΔGbind,ΔGbind_Coulomb,ΔGbind_Covalent,ΔGbind_Vander,ΔGbind_HBond,ΔGbind_Lipophilic,
11.97299518,46.36757726,19.17787523,3493.013972,-64.50761511,-18.24522234,-9.048375332,-50.76465464,-0.918717292,-37.06559046,
20.81263236,39.9885144,24.4203625,3592.814371,-80.59543273,-17.93597147,-5.320189479,-52.85531461,-0.838055117,-18.72415639,
8.242164013,52.80480009,22.77008065,3692.61477,-68.76250653,-25.82219497,-3.44812699,-49.41176751,-3.613201239,-34.78525873,
20.77894913,45.45468731,22.03555286,3792.41517,-78.88846846,-16.20432948,-4.676850775,-46.88356312,-1.817914853,-36.8392432,
11.60841993,51.88209031,36.30355291,3892.215569,-80.09618038,-14.89898095,-3.824961543,-53.1235939,-2.079970689,-20.51989207,
13.69662516,44.51966862,21.54961155,3992.015968,-71.59354417,-30.81760366,-3.475368082,-50.78490484,-2.745069855,-27.66909475,
16.87297861,43.98502144,25.83743658,4091.816367,-77.50439275,-20.01686087,-4.122650181,-50.56329798,-3.418571987,-24.40911365,
15.03498202,49.9995302,27.20884006,4191.616766,-75.17608973,-19.91566656,-4.703339246,-43.61388151,-2.590101804,-25.12222334,
25.04426726,50.61446874,34.50512403,4291.417166,-75.20774222,-21.31603496,-2.28093522,-54.67981965,0.056331042,-39.32138052,
22.09663473,48.23762033,36.19960934,4391.217565,-73.21970626,-14.6990163,-4.30293208,-50.63671885,-1.904057879,-29.17252705,
