## Torsion are defined with the following atomIDs:
# dihed1: ai= 25 aj= 26 ak= 29 al= 4267
# dihed2: ai= 24 aj= 23 ak= 22 al= 4
# dihed3: ai= 22 aj= 4 ak= 10 al= 1
# dihed4: ai= 2 aj= 11 ak= 12 al= 13
# dihed5: ai= 5 aj= 6 ak= 3 al= 18
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5
529   14.704   -6.995 -131.935   30.160  -20.580
530 -172.971  -52.417 -151.650   42.125  -13.014
531  148.414  -15.163 -138.866   49.899  -19.028
532 -162.607   -9.916 -155.147   45.155  -20.371
533    2.428  -18.962 -148.384   29.083   -1.475
534  -40.663  -19.207 -151.810   48.607  -17.949
535  169.803   -5.826 -165.666   46.151  -30.593
536 -175.694    1.742 -163.121   37.452  -22.704
537 -179.718  -20.970 -159.077   48.663  -40.676
538  176.303  -33.005 -142.281   40.596   -3.002
539  159.800  -12.640 -159.878   61.589  -19.681
540 -167.520   -6.199 -161.824   30.822  -32.816
541  179.965  -25.608 -160.571   38.833   -4.963
542 -179.230  -11.367 -164.054   43.325  -12.277
543  171.825  -15.309 -157.104   35.826  -16.395
544 -172.546  -27.588 -147.351   32.623  -27.438
545 -176.414  -11.425 -150.227   32.418  -26.480
546  173.066  -15.450 -142.304   33.964  -15.410
547 -162.466  -18.411 -147.510   55.551  -19.082
548  156.010  -23.750 -139.970   38.318  -11.175
549  -14.903  -30.578 -130.452   27.666  -19.587
550   -3.423  -25.481 -152.500   40.975  -21.389
551  -13.954  -10.516 -143.387   39.814  -18.831
552   19.029  -16.770 -169.973   42.361  -17.580
553  152.041  -16.217 -145.018   37.191  -28.082
554   -5.254    8.060 -153.913   40.154  -31.079
555 -179.136   -6.819 -156.801   54.131  -24.609
556  153.357  -16.401 -147.288   30.627  -21.281
557 -176.025  -34.441 -144.258   37.202  -18.638
558 -165.950  -16.092 -141.549   53.807  -29.016
559  178.926   -9.355 -156.704   55.906  -19.718
560 -175.561  -16.320 -160.421   45.404  -13.575
561  174.473  -20.213 -155.769   32.955  -45.219
562  -20.583  -11.586 -158.253   53.142  -15.895
563    7.450  -15.613 -122.076   42.841  -19.468
564   -0.359    4.296 -166.873   42.223  -21.174
565 -167.598  -10.172 -166.637   40.701  -25.343
566  177.868  -29.421 -132.877   40.166   -3.966
567  157.912   -8.608 -163.588   45.741  -31.706
568  -21.014  -23.719 -130.481   29.677  -12.892
569   14.201  -36.817 -136.489   43.971   -2.823
570  -30.487  -16.579 -170.457   33.641   64.382
571 -174.977  -18.370 -151.985   29.466   -1.503
572  173.498  -33.199 -134.480   40.262   15.871
573  160.997  -12.163 -144.118   33.411   15.862
574  154.849    3.509 -170.081   51.771  143.634
575  156.702  -19.172 -170.327   50.156  130.249
576  -49.648  -25.112 -145.725   30.114  143.368
577    1.755  -18.207 -145.813   28.667 -120.830
578  -12.076  -14.384 -161.303   55.269  136.096
579 -149.804  -11.853 -160.240   50.649   27.441
580 -163.841  -15.628  175.920   52.100  157.974
581 -168.741  -25.331 -151.255   27.087 -139.771
582  176.393  -31.132 -147.489   28.347   99.312
583  178.964    4.643 -129.170   29.846  -79.892
584  177.019  -22.675 -141.075   25.108  -38.141
585    4.542   -6.571 -147.994   30.433   -4.835
586  179.066    2.728  177.729   58.523    0.224
587  152.631  -21.063 -132.846   43.904   26.999
588  175.832  -25.299 -131.850   24.952  100.831
589  -11.476  -15.272 -157.365   42.667    2.859
590  -34.751    3.873 -148.385   36.192   71.401
591  -25.308   -3.431 -170.190   30.877   44.487
592 -168.231  -34.262 -145.592   39.893  -14.388
593   -5.569   -0.170 -165.070   40.949  158.817
594  163.612  -12.080 -150.708   30.492  143.290
595  -12.610    4.284 -169.825   42.291   18.701
596  -10.454  -43.461 -136.388   43.789   -5.543
597  -28.470  -10.776 -169.020   47.442  -32.288
598  -41.193    3.374 -164.475   66.285  173.159
599   -0.682  -35.000 -145.614   41.230   -1.395
600  -10.247  -12.665 -157.949   32.516   58.482
601  -15.193  -29.785 -143.970   28.207  135.017
602   12.907  -22.038 -139.552   27.246   19.853
603 -176.044  -14.774 -161.757   39.433   53.394
604 -169.397  -27.652 -149.289   30.546   11.483
605 -169.204  -26.767 -152.930   39.012   26.595
606 -175.872  -31.952 -165.120   45.107   36.186
607  166.029   -8.491 -165.699   38.369   24.473
608  139.878   -9.276 -146.476   52.232  161.779
609 -175.503   -1.434 -170.430   40.558  134.378
610  174.152  -40.201 -136.759   42.929  177.212
611  179.669  -29.298 -139.808   32.542  160.591
612  166.249  -54.853 -120.799   34.095 -137.111
613  167.206  -41.133 -136.284   39.284  162.101
614  179.458  -33.191 -158.284   35.965  150.944
615  175.323  -17.161 -178.329   54.786  138.975
616   15.642   21.124  162.317  124.592  173.371
617  176.723  -19.378 -178.723  113.544  158.283
618  169.663   -8.141 -161.651   45.542  135.784
619  163.515  -34.012 -148.409   46.375  150.600
620 -162.691   -2.620 -163.268   58.608  -56.902
621 -165.158  -13.791 -156.354   40.645  161.728
622  -18.481   -9.886 -169.028   32.772  171.791
623 -166.517  -32.530 -154.510   40.031    3.588
624  172.519  -29.909 -137.988   31.544  145.701
625  151.585  -11.083 -143.564   29.065  134.914
626   12.590   -8.378 -155.147   31.970  129.752
627  166.400  -39.993 -146.999   52.315  149.221
628  173.017  -21.769 -138.964   37.650  157.537
629  149.054  -27.617 -137.190   34.013  136.450
630    1.394  -22.071 -169.471   46.793  158.355
631  -17.614  -32.954 -144.996   36.019  162.204
632   -4.710  -14.846 -148.145   33.718  133.866
633  -20.029  -14.689 -158.776   48.163  140.345
634    0.050   -8.503 -154.068   40.263  -25.184
635   27.036    9.589 -147.439   34.081  164.063
636  169.077   -1.615 -142.869   25.876  113.963
637  161.982  -40.479 -130.371   28.335 -105.613
638 -178.192   -3.322 -174.325   36.222  -27.322
639  143.219   -8.168 -148.700   30.611  -34.038
640 -159.875  -19.645 -147.119   32.261  -13.404
641 -161.795   -6.010 -151.277   40.219    1.193
642  146.231   -9.547 -141.409   30.286   -5.479
643 -177.649  -15.381 -149.118   31.893   -4.601
644  172.552  -26.843 -155.661   30.663  -25.355
645  170.480  -21.383 -137.090   55.827  -24.389
646 -134.411  -24.804 -143.051   40.278   -8.294
647   10.724   -5.129 -128.912   22.312  -19.772
648   -6.068  -26.997 -141.245   38.413  -15.747
649  165.006  -36.968 -151.135   29.169   -9.990
650  165.390  -19.289 -170.429   49.869  -19.152
651  154.358  -41.765 -141.562   30.708   -8.608
652  141.813   -8.009 -157.327   35.752  -18.641
653 -155.982    7.300 -157.416   46.688    0.768
654 -174.664  -26.542 -132.691   32.128   -9.108
655  136.094  -28.653 -131.234   32.448  -12.515
656  167.482  -24.694 -142.036   33.037  -29.671
657  167.667  -14.337 -146.062   30.100   -6.102
658 -165.596  -19.868 -136.092   26.901   -2.313
659  -14.405  -24.811 -146.441   34.431   -9.731
660   -7.560    5.159 -134.759   27.145  -31.423
661  -13.620  -18.570 -132.959   38.230  -25.685
662 -179.015  -21.444 -132.212   30.463  -19.138
663  131.030  -33.866 -135.676   27.297  -25.086
664  178.303  -13.220 -148.248   45.252  -15.386
665  -37.385  -34.884 -141.276   30.084  -27.635
666   24.263    4.200 -145.641   42.373  -15.658
667   26.879  -17.387 -118.442   37.054   -3.762
668  -27.937  -19.834 -128.050   26.959  -38.542
669    1.267  -10.896 -128.403   25.531  -20.057
670   15.042  -19.534 -170.445   35.772  -11.769
671  171.044  -13.927 -143.757   35.318  -17.107
672  162.207  -29.039 -117.008   32.877  -14.748
673 -169.534  -34.763 -130.744   32.680  -16.028
674    9.470  -35.865 -148.529   50.959   -7.840
675  -20.121  -25.087 -140.917   42.745  -24.424
676  179.305  -47.548 -128.559   24.001  -24.308
677 -166.009   -9.532 -154.402   34.048  -21.342
678  160.152  -20.574 -138.365   36.309  -19.669
679 -173.101  -19.951 -154.427   40.544  -32.632
680 -179.820  -38.630 -132.081   19.756  -27.717
681  148.134  -20.887 -146.432   25.574  -18.223
682   -2.342  -24.499 -161.798   34.294  -24.743
683  169.806  -20.919 -151.795   27.824  -24.119
684 -175.130  -14.075 -150.052   29.690  -25.334
685  168.636  -26.767 -145.185   47.900  -17.943
686 -162.613  -22.370 -133.086   39.058  -24.818
687  107.357    2.379 -160.606   29.724  -18.111
688  172.607  -25.635 -150.990   34.830  -26.096
689 -153.065  -29.816 -146.674   51.312  -22.143
690  172.247  -40.595 -136.467   58.986  -23.448
691 -179.588  -31.245 -136.294   29.387  -33.123
692 -174.738  -28.512 -148.463   26.313  -29.270
693 -167.649  -32.906 -152.963   43.180  -45.900
694  166.416   -5.645 -147.793   27.163   13.401
695  170.413  -15.751 -137.759   37.744  -11.140
696  169.674  -12.485 -163.025   52.391  -26.961
697  -21.449  -40.545 -139.676   26.404  -21.750
698    5.872  -14.062 -149.915   35.302  -21.771
699   -5.475   -3.746 -162.498   33.668  -17.317
700  174.244  -25.588 -139.326   28.121  -18.815
701  159.023  -14.931 -148.059   35.254   13.551
702   -6.318  -32.955 -140.730   47.083  -11.951
703  158.595   -8.778 -146.173   31.454  -41.053
704  168.979  -13.838 -137.767   27.640   -6.143
705 -175.931  -11.529 -138.637   27.213  -25.025
706  155.493   -8.778 -140.606   42.110  -19.667
707  156.809  -28.121 -143.837   49.545  -30.433
708  -25.162   -9.756 -147.713   42.764  -18.433
709 -175.581  -13.348 -164.808   60.411   -9.321
710  -53.198    2.870 -139.345   41.414  -15.680
711   19.069  -29.049 -128.442   30.734  -24.824
712    2.163   -1.913 -149.709   62.496  -21.206
713 -166.732    5.505 -153.817   59.527  -32.763
714  174.991  -19.748 -132.898   48.437  -37.210
715 -174.144   29.670  170.843  119.757  -28.273
716   38.193    6.550 -144.803   48.243  -24.606
717    6.695   10.691 -103.920   42.732   -8.831
718  160.917   14.564  141.844  120.770  -16.239
719  170.217    1.319  138.373  129.659  -35.900
720   56.786 -158.441  154.195  118.880  -21.003
721    1.872 -177.997 -156.487   56.408  -28.241
722 -144.200  171.711 -136.334   64.733   -0.906
723  157.361 -176.425 -137.183   55.463  -19.308
724    5.605 -167.989 -156.804   79.508  -25.670
725 -148.669 -172.555 -140.372   81.445  -34.329
726    2.669  158.938 -151.118   67.781  -31.158
727 -170.042  174.879 -157.343   61.327  -19.510
728   22.197  171.855 -137.028   80.346  -37.200
729  179.288 -167.877 -129.453   49.556  -12.724
730  -24.232  178.994 -128.823   47.842  -30.184
731 -146.757 -177.303 -134.576   47.987  -16.319
732 -155.684 -177.565 -147.001   56.472  -25.005
733 -164.183  172.298 -142.335   64.434  -18.371
734 -177.483  165.790 -117.939   58.578  -35.203
735   -6.001  145.601 -127.225   49.652  -44.373
736  -20.377  164.223 -136.969   38.924   -9.078
737    9.604  167.990 -156.591   42.496  -11.498
738   -3.225  156.482 -151.655   54.360  -11.319
739  -18.440  151.773 -132.811   50.311   -5.143
740  179.784 -176.545 -147.570   36.142  -31.485
741 -168.890  178.665 -148.636   41.531  -31.735
742 -164.547 -174.338 -147.202   43.089  -18.776
743  136.735  153.869 -138.402   40.662  -26.628
744  177.781  162.911 -144.891   45.372  -24.041
745   -5.353  144.583 -138.406   40.662   -7.252
746   44.399  164.349 -164.036   33.185  -21.684
747   -1.570  146.576 -147.753   40.519  -32.413
748    0.746  145.180 -157.779   45.802  -10.667
749  -30.514 -172.626 -156.698   48.632  -22.826
750  151.992  164.328 -142.083   31.737  -20.375
751  179.022 -160.414 -148.366   43.458  -25.191
752  140.850  172.555 -151.025   32.632  -37.539
753 -178.032  170.412 -158.492   40.483  -37.412
754 -177.062  158.831 -162.415   56.325  -25.984
755  177.209  176.307 -170.252   56.241  -22.161
756  -24.954  161.615 -158.420   43.804   -2.885
757   -2.544  154.730 -160.783   29.516  -29.923
758  -19.351  177.194 -165.233   53.888  -23.149
759  144.934  165.005 -140.131   48.780  -22.545
760 -162.255  154.435 -148.457   31.631  -41.499
761  170.922  161.423 -158.252   54.863  -16.184
762  155.432  164.770 -147.335   38.791  -16.223
763  172.505  161.547 -175.466   46.157  -21.305
764  -30.941  161.632 -154.269   43.423  -27.274
765    3.983  156.558 -155.285   38.845  -43.273
766    4.705  144.759 -154.651   48.015  -38.281
767  -20.638  151.504 -152.685   52.483  -27.187
768    3.311  152.415 -142.843   32.268  -41.415
769  -17.084  174.119 -162.589   42.101  -15.063
770  -24.370  163.685 -160.485   37.786  -21.427
771    5.830  143.405 -144.922   47.038  -15.649
772  -12.795  154.877 -158.835   38.900  -25.100
773  -20.077  157.879 -152.012   42.393  -26.965
774  166.488  154.996 -140.601   37.902  -14.188
775 -178.147  167.079 -138.888   34.385  -18.063
776   -5.511  139.465 -143.374   43.993  -31.031
777   10.414  160.422 -145.983   32.525  -20.314
778   -2.472  133.563 -134.008   34.409  -34.409
779   21.146  139.932 -148.845   50.429  -37.933
780  -29.897  169.313 -173.447   52.064  -21.143
781  -27.423  145.017 -131.058   25.514  -17.842
782  -19.170  172.220 -171.296   30.614  -31.665
783   -9.059  151.284 -158.165   38.488  -27.909
784  -23.791  171.055 -175.749   50.172  -31.595
785  -13.081  153.152 -135.037   38.105  -34.650
786  -22.282  151.166 -136.697   28.271  -13.443
787  -15.518  153.314 -164.152   59.602  -26.531
788  -31.130  155.045 -175.387   36.088  -26.068
789 -136.656  177.185  178.900   41.082  -25.177
790   27.971  144.361 -142.184   39.242   -8.810
791 -147.329  172.738 -145.170   44.282  -12.612
792 -166.893  140.931 -132.959   36.889  -19.503
793  179.467  144.392 -150.274   43.881  -16.398
794 -142.923  161.404 -146.080   39.235  -25.642
795  -28.879  151.011 -140.067   47.711  -13.154
796   11.446 -178.025 -153.311   37.175  -27.934
797  -45.299  157.130 -146.602   43.332  -23.409
798 -161.348  157.728 -157.553   30.313   -6.211
799 -160.231  170.563 -168.970   34.004  -17.197
800   -1.968  147.126 -156.796   28.070  -37.985
801    0.489  142.830 -124.192   24.673  -16.067
802  -41.819  152.592 -142.389   41.661  -18.499
803  -15.869  150.828 -143.499   36.267  -20.063
804  -26.927  136.567 -128.530   22.256  -13.172
805    5.469  152.010 -145.299   23.763   -9.665
806   -2.269  146.255 -145.435   43.968  -20.976
807  -51.405  177.706 -158.757   41.787  -30.282
808  -10.029  159.940 -155.240   46.270   -7.908
809    8.124  179.542 -151.092   32.450  -23.296
810  -25.573  162.921 -153.221   34.910   -5.707
811 -175.295  155.043 -149.252   29.451  -27.006
812  -49.182  140.172 -145.820   31.154  -26.020
813  -18.821  161.879 -166.626   59.754  -20.117
814 -164.755  147.549 -126.361   28.540  -12.916
815   19.506  160.773 -152.020   31.965  -36.926
816  -22.399  148.054 -152.998   44.825  -24.218
817   -2.451  153.776 -155.513   33.687  -24.022
818  -11.175  162.534 -161.935   45.924  -11.869
819 -176.912  151.205 -150.578   53.382  -21.257
820  178.943  162.344 -132.840   32.845  -30.249
821 -179.421 -176.107 -169.359   67.605  -39.141
822 -168.008 -176.548 -161.919   46.574   -9.021
823  -32.398  164.816 -152.720   42.598  -18.889
824  168.126  153.004 -171.564   34.182  -18.557
825   28.915  149.191 -133.399   49.716  -14.865
826   -7.600  154.281 -148.227   27.014  -25.747
827  154.926  151.081 -132.439   32.774   -8.045
828  170.545  119.870 -103.891   13.171  -18.603
829 -153.214 -168.510 -164.148   58.026  -25.176
830   10.363  145.744 -141.325   31.163  -39.442
831    2.576  137.345 -147.697   33.392  -23.991
832 -167.450  161.805 -159.644   42.966  -22.413
833   -4.910  154.735 -141.785   38.918  -10.480
834 -172.460  171.145 -147.453   39.881  -22.032
835  -39.974  139.088 -125.812   30.737  -30.654
836 -162.175  163.787 -141.476   31.783   -7.750
837   -0.810  167.951 -145.214   29.704  -27.847
838  -28.556  154.224 -142.331   44.371  -21.709
839   -4.667  155.626 -159.897   36.625  -29.201
840  -10.258  174.012 -137.356   51.481   -9.668
841 -162.866  154.179 -144.123   27.809  -17.469
842  -28.660  147.897 -142.379   50.675  -33.670
843   21.415  134.554 -144.527   34.778  -22.666
844  -13.352  150.469 -159.390   43.814  -39.263
845  -29.977  159.433 -151.778   28.150  -19.353
846  -37.624  157.479 -150.793   25.672  -29.387
847  -21.665  148.236 -152.263   39.102  -24.070
848  -19.417  162.627 -157.026   38.455  -24.905
849  164.761  161.125 -145.398   31.159  -20.351
850 -162.630  158.960 -139.413   44.171  -14.618
851  -10.850  140.863 -152.879   47.769  -35.467
852  -16.219  136.476 -136.398   36.112   -9.732
853   -5.961  148.914 -140.778   28.486  -21.624
854  -20.486  160.812 -161.979   42.146  -19.912
855  -21.932  171.539 -166.691   45.106  -13.681
856   -0.228  163.594 -162.542   42.915  -23.779
857  -34.476  166.187 -158.642   36.020   -2.980
858  -21.395  171.596 -146.563   38.207    0.129
859   -3.887  165.763 -156.762   34.147  -21.131
860  -17.622  141.178 -146.208   43.744  -24.839
861  -16.400  154.940 -145.948   35.545  -27.253
862    9.447  148.594 -153.354   40.001  -15.046
863   21.090  148.203 -138.504   33.626  -26.752
864  162.340  177.086 -144.722   35.401  -35.462
865  -22.781  167.718 -165.069   47.201  -24.042
866  -15.240  141.893 -145.836   50.301  -22.037
867 -167.270  156.821 -154.145   42.947  -41.455
868  -37.718  161.410 -151.370   46.588  -16.673
869  -28.729  173.239 -152.592   49.527  -16.781
870  -11.033  152.601 -145.681   49.183  -15.939
871   18.814  144.458 -143.193   41.005  -14.548
872  167.212  154.104 -138.881   36.751  -24.381
873    0.225  139.668 -132.066   31.714   -8.577
874  135.175  134.842 -110.536   36.855   -1.004
875 -152.844 -166.669 -176.607   54.252  -25.641
876  166.974  153.880 -139.164   35.960  -37.828
877  -38.343  155.849 -144.751   38.827   -9.636
878  178.956  165.596 -144.034   32.340   -6.229
879  -23.657  155.830 -136.557   34.307  -20.245
880    3.895  148.186 -157.028   37.764  -38.661
881 -147.645  154.261 -138.812   45.029  -20.906
882   26.935  152.113 -136.006   43.314   -7.724
883  -10.279  145.489 -143.434   37.941   -7.365
884   -1.523  146.945 -149.916   23.892  -24.603
885   -0.545  165.944 -159.610   53.847  -25.495
886   -8.232  149.163 -158.303   43.696  -23.254
887  -16.099  174.353 -164.976   47.264  -14.385
888  -19.109  147.571 -142.840   51.555  -15.159
889  -16.141  142.707 -155.793   40.157   -8.347
890 -175.025  168.886 -135.264   27.449  -17.055
891  146.534  164.169 -134.040   33.256  -22.881
892  -41.841  155.322 -146.960   33.020  -19.964
893  -22.004  160.129 -147.282   46.146  -26.967
894 -160.147  163.835 -140.611   33.883  -12.146
895 -141.816  155.586 -131.985   44.387  -31.679
896 -176.604  148.834 -149.495   37.172  -31.026
897   -1.656  142.472 -137.463   33.129   -5.716
898  -25.212  149.494 -147.594   43.631  -16.440
899 -143.780  159.143 -146.141   19.945  -19.776
900   17.062  137.402 -152.929   37.408   -2.613
901    9.746  166.387 -173.089   54.780  -22.657
902  -13.271  138.475 -141.016   43.521   -5.800
903  -34.299  169.329 -170.711   42.466  -28.352
904    8.533 -149.477  173.299  120.370   -5.951
905   25.737  148.074 -120.612   34.921  -27.693
906  -32.051  159.263 -146.500   42.068    1.361
907  -27.431  160.437 -161.762   43.435   -7.908
908  161.003  161.618 -151.998   32.530  -33.780
909  170.551  151.569 -141.956   34.610  -13.141
910  159.596  146.557 -149.215   39.215   -5.104
911   20.883  157.649 -173.589   47.468   -6.352
912 -130.109  166.446 -155.753   43.831   -5.631
913  155.237  165.243 -143.263   47.508  -11.393
914 -158.031  164.983 -153.846   41.324   -6.313
915  164.873  129.626 -143.938   41.818   -8.728
916  172.307  163.338 -150.898   41.438  -36.122
917  -32.350  162.157 -163.205   51.299   -0.005
918    3.118  149.107 -145.903   47.560  -30.279
919    9.416  149.556 -144.381   44.075  -12.787
920  -14.996  156.339 -148.358   51.059  -38.968
921    8.030  142.904 -132.857   27.000   13.786
922  162.402  164.135 -157.377   49.656  -22.225
923  147.069  163.137 -126.902   31.971   -3.472
924  155.100  159.508 -117.118   44.388   -2.898
925 -179.279  160.302 -139.445   50.304  -24.069
926  164.515  153.355 -135.059   34.189    9.476
927  176.119  137.234 -148.421   35.609  -15.604
928   -3.128  155.437 -157.255   48.859   -8.284
929  -16.574  152.904 -161.595   43.435   -6.785
930   -3.119  144.886 -154.264   40.723  -13.148
931  158.808  142.659 -147.763   39.168  -14.800
932  169.313  168.744 -161.118   48.505  -61.585
933  166.449  169.585 -154.770   36.691   -5.036
934  172.654  175.926 -165.782   47.429    2.626
935  176.866  154.146 -158.267   47.378  -17.881
936    9.003  149.228 -127.825   35.833   -7.920
937 -156.274  172.383 -151.753   36.099  -11.146
938  -15.660  139.357 -134.807   36.640  -19.413
939    2.117  148.811 -157.295   45.428   -3.751
940  -47.821  167.313 -153.301   46.201   -1.783
941  -39.071  153.635 -142.090   42.132  -19.656
942  -26.463  139.132 -141.432   43.189  -37.596
943  -19.249  177.584 -152.227   26.679    3.848
944   14.766  149.862 -132.127   31.835  -12.309
945   14.293  122.358 -134.550   38.869  -33.741
946   13.724  159.634 -139.189   36.161  -26.051
947   20.342  136.471 -136.420   39.900   17.015
948  -39.564 -177.709 -166.445   38.036  -29.590
949  -14.376  155.659 -125.721   35.465   -2.914
950  -19.900  145.937 -142.217   29.492  -27.368
951   -3.359  155.876 -141.764   22.997  -27.215
952  -43.640  163.737 -165.123   50.928  -22.595
953 -175.785  161.466 -160.479   56.362   -7.568
954  160.119  165.192 -156.932   42.759  -21.033
955  155.157  173.129 -140.604   50.168  -30.851
956  175.211  177.560 -151.056   58.135  -18.797
957    1.021  138.582 -152.441   34.137  -25.497
958  -33.941 -172.675 -171.733   64.436  -26.934
959    8.427  151.506 -138.238   31.204  -16.434
960   15.274  154.320 -167.560   46.880  -25.354
961 -171.244  147.248 -137.001   33.469  -26.312
962 -175.084  153.724 -128.677   35.085   -9.511
963  141.641  159.908 -132.868   44.759  -17.811
964  156.733  174.423 -130.043   27.095  -11.409
965  165.852  172.766 -158.982   62.830  -15.603
966  177.255  170.890 -162.488   41.192  -47.785
967 -169.257  166.556 -157.605   52.587  -21.981
968  159.483  164.682 -149.111   41.292  -18.930
969 -141.092  150.032 -150.624   55.979  -32.925
970 -179.575  164.139 -138.900   28.089  -15.608
971  174.761  137.662 -159.203   46.385  -32.888
972  164.249 -169.203 -166.205   40.712  -34.993
973 -175.487 -176.729 -166.133   53.663  -19.607
974 -147.310  159.485 -149.810   40.669  -16.590
975  162.418  164.696 -136.398   33.198  -15.772
976  176.476  143.381 -130.535   31.661  -24.425
977  174.383  165.177 -147.996   40.940  -28.499
978 -160.469  144.969 -156.795   45.065  -31.300
979  168.848  164.795 -151.447   35.665   -7.021
980 -172.541  172.626 -161.400   47.716  -17.401
981 -170.457  164.233 -167.519   59.013   -6.197
982  171.644  172.658 -179.485   42.095  -39.312
983 -155.252  179.904 -172.350   29.225  -25.283
984  174.654  173.454 -164.031   31.619  -29.614
985  -25.871  168.489 -150.767   41.258  -23.530
986   18.011  153.276 -161.599   32.148  -17.963
987   13.908  152.504 -139.180   49.645  -23.392
988  -12.372  168.991 -147.882   61.189  -17.350
989  178.221  171.976 -148.018   44.777  -25.863
990 -168.834  154.279 -141.508   33.981   -3.096
991  167.228  153.605 -129.170   45.010  -33.274
992 -174.636  158.083 -148.461   46.127  -46.650
993 -160.673  178.267 -155.830   42.991  -35.177
994  158.555 -176.889 -146.800   43.164  -25.632
995 -170.895  145.746 -164.071   40.828  -33.264
996  176.016  173.598 -130.240   36.450  -23.721
997  176.907  159.364 -130.168   36.640  -26.490
998   -5.542  169.003 -146.574   43.628  -26.199
999   -8.496  139.886 -120.802   37.143    0.262
1000  -10.980  168.255 -172.055   36.725  -12.109
