  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      554        0.755        4.554            0      375.242       68.992       74.965
      555        0.720        4.558            0      372.506       67.487       78.701
      556        0.611        4.529            0      370.470       48.411       77.263
      557        0.723        4.539            0      374.673       64.234       80.670
      558        0.778        4.483            0      374.019       72.996       76.876
      559        0.781        4.559            0      372.907       59.626       78.998
      560        0.666        4.566            0      373.327       67.061       79.031
      561        0.650        4.623            0      376.045       65.470       76.928
      562        0.740        4.510            0      371.573       49.571       77.417
      563        0.803        4.553            0      380.301       66.426       78.540
      564        0.698        4.537            0      372.471       52.754       75.502
      565        0.708        4.551            0      372.949       67.497       76.073
      566        0.803        4.602            0      374.157       59.725       82.070
      567        0.706        4.564            0      378.724       53.056       77.420
      568        0.704        4.562            0      375.136       77.610       82.463
      569        0.731        4.459            0      371.739       55.325       81.268
      570        0.868        4.520            0      371.375       63.031       78.104
      571        0.829        4.548            0      376.912       71.891       78.599
      572        0.740        4.547            0      375.562       57.477       79.737
      573        0.873        4.499            0      373.933       84.567       76.501
      574        0.904        4.490            0      372.238       70.859       79.380
      575        0.928        4.424            0      368.528       72.350       77.951
      576        0.780        4.509            0      373.714       59.115       79.336
      577        0.929        4.416            0      374.651       44.138       76.698
      578        0.792        4.506            0      373.643       93.160       78.924
      579        0.901        4.514            0      374.510       67.137       79.255
      580        0.763        4.599            0      377.897       91.325       78.540
      581        0.885        4.470            0      368.847       53.919       78.617
      582        0.932        4.443            0      374.047       61.725       77.535
      583        1.063        4.428            0      377.221      113.154       78.608
      584        0.751        4.547            0      373.194       75.156       78.176
      585        0.707        4.537            0      375.385       77.117       77.332
      586        0.841        4.522            0      374.911       66.962       74.790
      587        0.892        4.562            0      374.285       98.734       85.985
      588        0.759        4.537            0      373.829       68.934       75.929
      589        0.810        4.533            0      373.704       74.232       79.180
      590        0.939        4.432            0      374.508       58.661       74.613
      591        0.901        4.483            0      375.406       82.499       77.275
      592        0.684        4.524            0      371.522       52.059       76.836
      593        0.805        4.516            0      373.969       84.790       78.724
      594        0.702        4.549            0      374.845       66.196       74.462
      595        0.776        4.576            0      373.706       64.489       80.633
      596        0.780        4.485            0      374.796       56.080       77.393
      597        0.690        4.528            0      374.613       69.395       77.001
      598        0.958        4.600            0      379.086       75.639       80.943
      599        0.778        4.468            0      370.788       62.344       78.481
      600        0.867        4.489            0      370.943       58.943       77.303
      601        0.665        4.538            0      375.149       57.590       79.014
      602        0.816        4.549            0      375.959       64.899       79.260
      603        0.859        4.518            0      373.579       70.652       77.625
      604        0.751        4.579            0      373.778       66.977       76.875
      605        0.792        4.481            0      370.023       45.515       77.625
      606        0.896        4.474            0      373.903       61.897       79.378
      607        0.855        4.508            0      373.489       83.822       75.441
      608        0.933        4.533            0      374.104       64.743       81.221
      609        0.664        4.548            0      374.602       66.132       75.391
      610        0.900        4.549            0      374.611       47.485       78.798
      611        0.858        4.566            0      371.325       56.590       79.122
      612        0.978        4.439            0      375.671       53.200       79.452
      613        0.877        4.472            0      374.316       69.252       79.106
      614        0.749        4.547            0      370.435       63.213       79.611
      615        0.705        4.569            0      373.732       59.919       79.388
      616        0.576        4.548            0      377.658       81.316       77.046
      617        0.630        4.587            0      375.489       66.110       80.004
      618        0.707        4.575            0      376.881       60.173       77.637
      619        0.861        4.505            0      369.913       51.817       78.000
      620        0.913        4.602            0      377.776       61.757       77.303
      621        0.916        4.469            0      372.113       86.725       80.373
      622        0.953        4.491            0      372.403       59.802       76.659
      623        0.694        4.512            0      370.774       70.684       78.734
      624        0.735        4.518            0      374.353       51.354       79.226
      625        0.746        4.485            0      371.868       62.971       78.617
      626        0.786        4.510            0      374.019       60.691       78.679
      627        0.758        4.560            0      376.972       78.742       79.404
      628        0.770        4.576            0      378.751       75.754       78.807
      629        0.719        4.568            0      374.348       61.464       79.370
      630        0.848        4.555            0      371.586       66.170       79.861
      631        0.781        4.544            0      374.351       49.964       81.822
      632        0.723        4.496            0      372.920       67.512       79.858
      633        0.750        4.537            0      375.362       69.966       78.075
      634        0.906        4.476            0      374.092       82.759       78.260
      635        0.919        4.421            0      368.484       83.706       79.502
      636        0.962        4.436            0      376.605       78.940       78.042
      637        0.851        4.387            0      372.622       74.553       82.788
      638        0.645        4.547            0      375.165       80.268       75.798
      639        0.600        4.539            0      373.067       43.322       77.276
      640        0.665        4.562            0      375.051       55.793       77.570
      641        0.709        4.537            0      374.333       57.138       79.107
      642        0.713        4.541            0      376.647       62.618       77.140
      643        0.694        4.512            0      372.202       37.076       77.590
      644        0.626        4.563            0      375.110       48.480       78.388
      645        0.780        4.573            0      376.097       72.750       82.456
      646        0.714        4.596            0      374.828       68.807       80.355
      647        0.791        4.536            0      373.768       75.854       78.002
      648        0.652        4.538            0      373.582       58.142       77.369
      649        0.609        4.543            0      372.336       53.353       79.554
      650        0.759        4.592            0      372.954       59.914       78.059
      651        0.627        4.522            0      370.880       46.655       77.996
      652        0.663        4.549            0      374.841       66.858       77.473
      653        0.783        4.448            0      371.511       56.483       78.005
      654        0.668        4.525            0      372.807       52.938       78.225
      655        0.684        4.544            0      372.490       54.211       80.216
      656        0.678        4.573            0      373.154       50.140       79.274
      657        0.691        4.512            0      374.664       51.386       79.026
      658        0.712        4.539            0      375.511       63.287       78.874
      659        0.634        4.583            0      376.435       67.017       78.217
      660        0.712        4.556            0      376.555       74.481       77.210
      661        0.742        4.565            0      373.851       61.115       77.149
      662        0.718        4.524            0      375.452       55.747       80.324
      663        0.685        4.552            0      375.410       58.332       80.458
      664        0.715        4.505            0      374.343       64.295       81.307
      665        0.716        4.551            0      372.372       85.930       77.655
      666        0.777        4.529            0      373.782       77.248       76.142
      667        0.851        4.505            0      374.603       92.414       79.568
      668        0.791        4.497            0      374.265       91.009       79.982
      669        0.790        4.522            0      375.159       82.261       77.517
      670        0.617        4.563            0      373.938       71.443       76.563
      671        0.678        4.515            0      376.212       54.668       77.470
      672        0.811        4.507            0      377.191       79.063       77.995
      673        0.647        4.469            0      370.627       50.299       79.181
      674        0.832        4.525            0      368.352       56.714       83.114
      675        0.628        4.577            0      374.015       64.181       79.626
      676        0.673        4.559            0      377.739       60.683       81.170
      677        0.616        4.511            0      373.315       39.399       76.739
      678        0.728        4.501            0      372.215       53.410       76.367
      679        0.637        4.535            0      373.392       56.352       78.203
      680        0.587        4.586            0      374.882       47.478       77.866
      681        0.618        4.534            0      372.475       57.294       75.270
      682        0.632        4.541            0      373.711       58.291       77.712
      683        0.622        4.536            0      373.510       63.618       76.437
      684        0.647        4.531            0      370.993       50.154       78.300
      685        0.721        4.454            0      369.048       75.221       76.309
      686        0.715        4.518            0      374.679       51.119       77.360
      687        0.645        4.565            0      376.089       66.256       75.820
      688        0.658        4.581            0      376.884       53.474       78.673
      689        0.795        4.506            0      367.832       69.816       78.378
      690        0.755        4.546            0      374.321       39.473       82.437
      691        0.653        4.548            0      374.141       53.651       77.777
      692        0.692        4.535            0      370.718       42.040       77.344
      693        0.787        4.523            0      369.644       51.919       78.728
      694        0.660        4.558            0      376.019       49.917       77.559
      695        0.702        4.512            0      374.422       57.627       79.342
      696        0.776        4.543            0      370.891       70.488       77.380
      697        0.762        4.557            0      370.060       51.961       77.492
      698        0.739        4.524            0      377.777       82.428       75.960
      699        0.668        4.538            0      375.846       52.628       76.423
      700        0.669        4.506            0      373.314       61.729       75.113
      701        0.720        4.474            0      372.047       59.075       77.752
      702        0.676        4.525            0      373.159       56.050       80.567
      703        0.708        4.443            0      372.782       68.333       74.919
      704        0.725        4.528            0      375.092       67.583       76.195
      705        0.673        4.566            0      372.299       58.966       79.963
      706        0.759        4.555            0      375.478       86.884       77.322
      707        0.728        4.532            0      376.403       84.504       77.025
      708        0.782        4.531            0      374.556       85.266       81.295
      709        0.812        4.503            0      368.305      127.007       80.780
      710        0.830        4.512            0      377.538      126.659       76.984
      711        0.766        4.491            0      370.470       83.874       81.047
      712        0.912        4.506            0      372.787       82.558       80.111
      713        0.858        4.549            0      374.757      113.559       81.321
      714        0.935        4.552            0      375.279      108.097       76.701
      715        0.470        4.524            0      371.808       92.965       78.887
      716        0.865        4.519            0      376.095      114.593       78.184
      717        0.888        4.503            0      375.245      148.421       82.300
      718        0.461        4.534            0      378.683      117.023       80.716
      719        0.380        4.532            0      378.142      110.893       79.087
      720        0.308        4.555            0      377.605      115.562       80.720
      721        0.832        4.572            0      378.627      111.887       82.765
      722        0.863        4.525            0      375.045      123.726       84.143
      723        0.947        4.482            0      370.800      109.332       80.601
      724        0.910        4.521            0      372.893       91.209       85.387
      725        0.937        4.440            0      370.652       94.957       82.423
      726        0.768        4.552            0      374.859      124.723       82.436
      727        0.864        4.528            0      373.667      158.700       80.324
      728        0.918        4.519            0      375.584      140.710       79.519
      729        1.025        4.489            0      375.086      126.619       82.299
      730        0.929        4.524            0      373.646      104.476       82.232
      731        0.919        4.489            0      374.937       86.897       78.193
      732        1.044        4.508            0      370.995      105.185       82.546
      733        0.766        4.493            0      374.823      119.236       78.084
      734        0.874        4.541            0      378.876      103.449       82.209
      735        0.724        4.549            0      375.809       80.960       82.430
      736        0.716        4.536            0      372.708       57.125       78.630
      737        0.897        4.552            0      370.450       71.092       79.521
      738        0.768        4.525            0      370.955       60.723       81.440
      739        0.812        4.513            0      372.425       62.594       78.135
      740        0.745        4.558            0      377.912       91.194       76.877
      741        0.741        4.578            0      377.413       86.811       78.361
      742        0.779        4.565            0      376.623       63.316       80.350
      743        0.699        4.529            0      372.810       48.762       75.692
      744        0.736        4.506            0      374.167       54.078       78.047
      745        0.742        4.549            0      371.224       84.123       84.096
      746        0.638        4.517            0      369.160       54.717       75.218
      747        0.666        4.523            0      372.170       48.516       76.004
      748        0.718        4.503            0      369.042       40.646       80.018
      749        0.825        4.533            0      377.080       75.110       77.009
      750        0.729        4.542            0      377.069       64.791       80.453
      751        0.903        4.529            0      372.161       86.473       78.172
      752        0.659        4.513            0      375.920       66.468       76.873
      753        0.634        4.498            0      372.558       56.671       76.429
      754        0.667        4.543            0      372.496       33.669       81.974
      755        0.663        4.532            0      375.083       45.194       76.586
      756        0.703        4.519            0      368.470       43.264       79.096
      757        0.589        4.529            0      370.402       50.495       76.976
      758        0.727        4.593            0      379.213       59.478       76.335
      759        0.788        4.500            0      375.119       50.997       78.598
      760        0.664        4.549            0      376.591       68.111       76.474
      761        0.615        4.526            0      372.203       42.311       78.371
      762        0.733        4.554            0      374.414       63.686       79.648
      763        0.650        4.535            0      372.215       47.536       74.389
      764        0.700        4.564            0      374.028       61.354       77.294
      765        0.622        4.579            0      374.476       46.533       75.684
      766        0.699        4.562            0      374.642       44.810       79.191
      767        0.717        4.558            0      372.654       39.792       81.287
      768        0.639        4.521            0      372.558       53.575       74.841
      769        0.684        4.572            0      375.202       61.715       77.347
      770        0.685        4.602            0      373.405       49.123       78.245
      771        0.705        4.525            0      369.139       59.380       78.665
      772        0.615        4.595            0      374.951       53.103       76.976
      773        0.758        4.522            0      374.049       61.511       78.006
      774        0.722        4.492            0      376.496       59.685       77.509
      775        0.747        4.497            0      372.684       64.154       77.412
      776        0.709        4.556            0      373.215       61.792       77.197
      777        0.706        4.504            0      371.597       61.133       80.049
      778        0.626        4.600            0      375.671       50.622       79.726
      779        0.786        4.463            0      368.940       30.016       80.962
      780        0.732        4.563            0      372.477       50.067       81.475
      781        0.667        4.480            0      371.735       46.341       77.852
      782        0.666        4.532            0      376.512       58.279       75.612
      783        0.652        4.523            0      374.893       58.683       76.912
      784        0.680        4.573            0      374.142       61.456       80.610
      785        0.735        4.564            0      375.126       74.117       76.039
      786        0.698        4.533            0      373.456       48.015       77.420
      787        0.800        4.575            0      369.586       58.048       77.909
      788        0.672        4.499            0      370.733       62.290       77.633
      789        0.721        4.531            0      376.385       56.852       74.995
      790        0.718        4.549            0      374.135       47.603       80.129
      791        0.734        4.542            0      375.262       54.841       79.380
      792        0.636        4.542            0      373.461       65.888       80.280
      793        0.692        4.531            0      371.851       58.200       79.462
      794        0.686        4.511            0      372.995       61.016       79.590
      795        0.738        4.542            0      374.669       42.955       79.956
      796        0.783        4.593            0      379.317       51.875       78.928
      797        0.733        4.560            0      377.940       78.789       79.542
      798        0.609        4.577            0      373.250       76.190       75.402
      799        0.694        4.565            0      374.200       54.720       78.007
      800        0.614        4.572            0      375.517       60.402       75.752
      801        0.675        4.553            0      375.731       56.681       78.833
      802        0.669        4.557            0      375.153       58.609       80.075
      803        0.715        4.528            0      372.677       65.121       76.571
      804        0.665        4.519            0      374.578       51.895       78.258
      805        0.600        4.562            0      375.581       57.944       78.233
      806        0.791        4.559            0      372.413       55.990       80.115
      807        0.727        4.534            0      370.769       65.203       76.572
      808        0.721        4.529            0      371.991       50.541       78.238
      809        0.684        4.570            0      375.896       57.314       76.409
      810        0.662        4.538            0      373.892       48.691       81.019
      811        0.612        4.596            0      373.681       55.189       77.919
      812        0.653        4.519            0      372.896       40.631       75.470
      813        0.684        4.547            0      370.484       52.981       79.038
      814        0.647        4.560            0      378.304       49.604       76.112
      815        0.624        4.578            0      375.573       52.874       79.058
      816        0.701        4.526            0      372.174       35.793       80.281
      817        0.713        4.568            0      373.011       52.260       77.338
      818        0.710        4.535            0      371.638       51.071       81.078
      819        0.635        4.592            0      374.387       39.479       80.384
      820        0.677        4.527            0      374.575       68.167       79.691
      821        0.786        4.575            0      377.451       56.532       80.011
      822        0.707        4.529            0      374.784       54.105       78.257
      823        0.776        4.586            0      372.887       53.999       79.751
      824        0.593        4.528            0      374.172       53.700       76.382
      825        0.765        4.509            0      372.894       66.246       78.266
      826        0.603        4.580            0      373.490       61.497       76.732
      827        0.753        4.557            0      372.365       55.844       78.637
      828        0.686        4.505            0      375.793       47.853       81.706
      829        0.802        4.489            0      374.874       74.325       78.625
      830        0.627        4.538            0      374.038       50.605       78.929
      831        0.635        4.535            0      371.272       46.265       78.053
      832        0.630        4.525            0      374.277       33.660       77.396
      833        0.721        4.532            0      373.199       67.085       78.545
      834        0.731        4.512            0      376.325       61.948       75.888
      835        0.725        4.476            0      370.633       54.591       82.088
      836        0.697        4.494            0      371.337       61.808       78.013
      837        0.685        4.513            0      373.847       60.848       76.572
      838        0.701        4.453            0      369.567       60.380       78.962
      839        0.590        4.563            0      375.512       49.617       75.794
      840        0.840        4.467            0      371.558       65.869       77.484
      841        0.627        4.542            0      373.004       46.307       76.600
      842        0.673        4.555            0      375.167       54.284       80.714
      843        0.615        4.557            0      372.193       50.165       78.636
      844        0.752        4.532            0      372.315       74.086       76.247
      845        0.667        4.568            0      373.314       56.370       77.177
      846        0.626        4.554            0      375.547       43.645       74.567
      847        0.664        4.532            0      371.000       67.319       81.642
      848        0.662        4.507            0      374.144       48.810       79.147
      849        0.696        4.549            0      373.362       50.973       77.305
      850        0.662        4.559            0      373.948       50.769       80.138
      851        0.805        4.565            0      369.998       72.038       79.863
      852        0.689        4.498            0      373.353       44.141       79.068
      853        0.570        4.568            0      374.291       50.697       78.345
      854        0.626        4.543            0      371.867       61.914       78.090
      855        0.697        4.558            0      374.421       62.958       78.030
      856        0.632        4.576            0      375.668       70.809       78.922
      857        0.656        4.513            0      370.066       38.024       79.356
      858        0.862        4.551            0      371.994       64.869       78.948
      859        0.676        4.555            0      373.734       52.545       75.942
      860        0.664        4.523            0      369.533       43.144       77.859
      861        0.838        4.524            0      369.069       87.210       76.013
      862        0.581        4.528            0      373.227       50.117       77.235
      863        0.882        4.540            0      371.864       65.343       79.472
      864        0.663        4.566            0      376.244       70.321       76.829
      865        0.673        4.541            0      373.869       61.197       77.843
      866        0.703        4.546            0      370.675       61.784       80.235
      867        0.707        4.527            0      377.686       84.310       75.805
      868        0.686        4.588            0      377.122       74.648       78.832
      869        0.792        4.567            0      372.151       77.398       80.302
      870        0.746        4.539            0      373.893       49.292       78.070
      871        0.757        4.516            0      369.089       56.218       79.961
      872        0.668        4.518            0      376.145       43.928       77.489
      873        0.678        4.554            0      372.305       46.767       79.914
      874        0.713        4.460            0      374.270       56.059       83.299
      875        0.752        4.510            0      375.284       84.254       77.084
      876        0.611        4.549            0      378.053       67.206       76.005
      877        0.728        4.504            0      374.879       54.373       77.630
      878        0.734        4.541            0      374.291       82.738       76.966
      879        0.647        4.580            0      375.981       45.406       79.383
      880        0.704        4.592            0      374.217       59.767       76.485
      881        0.775        4.488            0      373.544       64.700       82.186
      882        0.707        4.501            0      372.955       66.893       80.123
      883        0.682        4.591            0      375.333       78.392       80.868
      884        0.616        4.529            0      371.391       44.288       77.590
      885        0.705        4.546            0      376.808       61.922       78.445
      886        0.675        4.546            0      374.188       55.857       80.406
      887        0.672        4.588            0      374.748       41.932       80.861
      888        0.654        4.502            0      372.464       38.007       77.062
      889        0.642        4.581            0      373.468       40.269       79.931
      890        0.794        4.503            0      373.351       49.223       78.477
      891        0.706        4.497            0      373.729       60.145       80.794
      892        0.637        4.550            0      375.332       51.143       80.204
      893        0.704        4.529            0      372.086       49.918       78.198
      894        0.726        4.503            0      376.271       54.573       77.245
      895        0.725        4.496            0      373.565       48.540       81.026
      896        0.649        4.527            0      371.671       67.470       78.094
      897        0.710        4.487            0      373.074       66.963       80.288
      898        0.689        4.583            0      373.133       50.179       80.486
      899        0.684        4.537            0      373.311       39.760       75.268
      900        0.684        4.537            0      369.596       47.809       79.779
      901        0.691        4.578            0      377.006       61.662       77.750
      902        0.665        4.543            0      373.437       62.311       80.759
      903        0.643        4.584            0      376.417       71.034       73.838
      904        0.417        4.524            0      373.200       59.265       78.064
      905        0.712        4.449            0      372.443       52.251       80.606
      906        0.695        4.514            0      374.460       69.890       79.136
      907        0.601        4.530            0      371.477       56.449       78.180
      908        0.617        4.533            0      375.029       47.113       77.300
      909        0.679        4.499            0      373.529       64.407       78.476
      910        0.693        4.519            0      375.875       70.917       77.501
      911        0.612        4.579            0      371.733       46.170       77.724
      912        0.688        4.487            0      371.255       43.989       75.310
      913        0.822        4.448            0      374.971       55.738       79.392
      914        0.671        4.505            0      375.682       48.924       80.828
      915        0.713        4.511            0      370.776       57.771       80.791
      916        0.696        4.510            0      372.196       63.754       77.909
      917        0.800        4.600            0      372.686       61.191       81.012
      918        0.633        4.568            0      372.854       63.764       78.636
      919        0.720        4.502            0      372.574       68.439       77.935
      920        0.711        4.533            0      373.791       56.637       78.242
      921        0.727        4.504            0      372.796       67.835       80.652
      922        0.712        4.491            0      373.179       56.217       76.735
      923        0.795        4.531            0      372.021       59.096       81.573
      924        0.771        4.472            0      373.106       67.815       79.560
      925        0.776        4.489            0      375.607       68.569       76.576
      926        0.719        4.566            0      375.311       49.417       78.131
      927        0.645        4.499            0      371.110       57.678       77.875
      928        0.705        4.569            0      371.761       85.785       79.843
      929        0.661        4.525            0      370.753       45.183       77.868
      930        0.695        4.524            0      372.245       75.832       76.085
      931        0.646        4.492            0      373.462       60.536       77.452
      932        0.702        4.529            0      378.465       60.069       76.961
      933        0.654        4.543            0      373.579       66.718       78.076
      934        0.727        4.522            0      374.719       67.260       79.345
      935        0.600        4.550            0      374.123       68.292       77.806
      936        0.795        4.455            0      368.247       65.146       79.699
      937        0.694        4.483            0      370.856       49.562       78.601
      938        0.632        4.572            0      374.934       50.650       76.541
      939        0.694        4.497            0      373.408       72.259       76.610
      940        0.685        4.515            0      372.765       66.098       77.961
      941        0.656        4.504            0      373.483       58.969       80.685
      942        0.693        4.552            0      375.329       68.682       78.796
      943        0.724        4.519            0      371.740       72.626       77.566
      944        0.708        4.434            0      372.349       58.243       80.367
      945        0.619        4.512            0      372.390       66.747       83.967
      946        0.695        4.528            0      375.279       52.843       80.466
      947        0.728        4.520            0      372.237       85.008       82.240
      948        0.655        4.521            0      372.490       64.117       77.153
      949        0.725        4.523            0      376.052       83.131       81.867
      950        0.715        4.534            0      374.144       65.318       76.599
      951        0.595        4.548            0      373.770       63.203       75.785
      952        0.671        4.535            0      371.522       63.052       78.364
      953        0.654        4.534            0      375.546       53.833       80.565
      954        0.642        4.511            0      373.294       52.811       77.506
      955        0.756        4.537            0      375.315       51.725       77.821
      956        0.833        4.524            0      372.462       37.673       79.602
      957        0.648        4.569            0      375.750       60.347       78.129
      958        0.736        4.557            0      374.347       70.893       79.315
      959        0.688        4.502            0      370.815       76.998       76.146
      960        0.630        4.524            0      373.840       93.271       76.634
      961        0.654        4.515            0      375.208       55.776       79.542
      962        0.667        4.484            0      369.697       54.688       80.370
      963        0.744        4.504            0      375.867       65.677       78.532
      964        0.797        4.548            0      373.584       73.616       78.926
      965        0.803        4.511            0      375.212       73.443       80.536
      966        0.611        4.587            0      377.266       49.967       75.549
      967        0.669        4.488            0      371.451       55.256       76.535
      968        0.685        4.507            0      375.573       34.645       78.949
      969        0.653        4.545            0      371.733       39.486       79.957
      970        0.705        4.562            0      374.297       62.183       79.014
      971        0.738        4.566            0      372.444       60.284       79.559
      972        0.682        4.544            0      375.014       55.604       75.201
      973        0.647        4.601            0      376.773       64.282       79.788
      974        0.635        4.502            0      370.601       63.640       78.849
      975        0.695        4.490            0      373.957       74.843       77.461
      976        0.600        4.536            0      375.587       54.431       80.520
      977        0.703        4.502            0      376.534       47.232       76.776
      978        0.688        4.523            0      373.634       52.424       76.594
      979        0.659        4.558            0      375.281       43.637       79.036
      980        0.696        4.565            0      376.016       48.663       80.297
      981        0.739        4.478            0      371.731       59.757       77.565
      982        0.622        4.546            0      373.126       50.052       76.351
      983        0.616        4.542            0      374.458       44.518       75.733
      984        0.661        4.556            0      373.730       56.021       78.264
      985        0.700        4.534            0      371.776       56.717       77.685
      986        0.709        4.633            0      373.795       58.830       81.033
      987        0.800        4.517            0      372.385       79.509       81.954
      988        0.756        4.519            0      374.778       85.662       81.509
      989        0.701        4.569            0      376.601       56.424       75.448
      990        0.751        4.473            0      372.801       67.829       78.559
      991        0.816        4.620            0      380.509       76.311       78.802
      992        0.751        4.506            0      373.884       65.986       79.023
      993        0.677        4.609            0      378.092       67.650       77.854
      994        0.794        4.493            0      372.781       59.723       76.778
      995        0.661        4.587            0      374.344       52.969       77.829
      996        0.786        4.522            0      376.744       60.961       79.201
      997        0.735        4.559            0      377.231       52.872       79.179
      998        0.758        4.551            0      377.347       93.825       77.475
      999        0.716        4.483            0      373.250       62.104       80.325
     1000        0.659        4.579            0      374.606       61.703       76.043
